Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,geometry,Neighborhood
1052,3687 HAIDA DRIVE,5/1/2019,1620000,96,3160,1980,39,6150.0,49.2537746,-123.0253992,POINT (-123.0253992 49.2537746),Renfrew-Collingwood
1053,3089 CHARLES STREET,9/16/2019,1790000,40,3026,2011,8,4290.0,49.2735239,-123.0392592,POINT (-123.0392592 49.2735239),Hastings-Sunrise
1054,563 W 20TH AVENUE,5/23/2019,1860000,63,2389,1939,80,4026.0,49.2535468,-123.1167451,POINT (-123.1167451 49.2535468),South Cambie
1055,5530 KERR STREET,7/22/2019,1260000,74,2267,1945,74,4580.28,49.2344365,-123.0399947,POINT (-123.0399947 49.2344365),Renfrew-Collingwood
1056,4788 DUNBAR STREET,1/2/2020,2321905,35,2355,2019,1,3034.79,49.2434531,-123.1849217,POINT (-123.1849217 49.2434531),Dunbar-Southlands
1057,3265 SW MARINE DRIVE,2/11/2020,2825000,7,6556,1962,58,11400.0,49.2298735,-123.1770224,POINT (-123.1770224 49.2298735),Kerrisdale
1058,3037 W 28TH AVENUE,3/2/2020,2500000,0,2715,1969,51,4297.92,49.2472515,-123.173604,POINT (-123.173604 49.2472515),Dunbar-Southlands
1059,2505 E KENT AVENUE NORTH,10/29/2019,1440000,24,2177,1994,25,3578.93,49.2060359,-123.0558782,POINT (-123.0558782 49.2060359),Killarney
1060,77 E KING EDWARD AVENUE,11/14/2019,1650000,3,2316,1905,114,4063.95,49.2490008,-123.1035522,POINT (-123.1035522 49.2490008),Riley Park
1061,682 W 21ST AVENUE,11/3/2019,2988221,0,2794,2002,17,4026.0,49.2522665,-123.1195155,POINT (-123.1195155 49.2522665),South Cambie
1062,521 E 20TH AVENUE,12/18/2019,1084600,23,867,1910,110,3023.0,49.2530861,-123.0929311,POINT (-123.0929311 49.2530861),Riley Park
1063,188 E 61ST AVENUE,8/19/2019,1250000,14,2361,1993,26,3630.0,49.2148934,-123.1024617,POINT (-123.1024617 49.2148934),Sunset
1064,3054 E 21ST AVENUE,11/25/2019,1450000,7,2285,1986,33,3637.0,49.2512504,-123.0402478,POINT (-123.0402478 49.2512504),Renfrew-Collingwood
1065,1012 E 58TH AVENUE,7/31/2019,1905000,103,2630,2017,2,3762.0,49.21717510000001,-123.0851753,POINT (-123.0851753 49.21717510000001),Sunset
1066,174 E 48TH AVENUE,10/11/2019,2036190,50,3369,2019,0,3864.0,49.2263884,-123.1023865,POINT (-123.1023865 49.2263884),Sunset
1067,3323 E 23RD AVENUE,7/18/2019,1488000,12,2200,2001,18,3960.0,49.24987429999999,-123.0328588,POINT (-123.0328588 49.24987429999999),Renfrew-Collingwood
1068,5588 HOLLAND STREET,9/9/2019,2800000,55,2816,1936,83,8877.0,49.2356985,-123.1919939,POINT (-123.1919939 49.2356985),Dunbar-Southlands
1069,3281 E 7TH AVENUE,7/12/2019,1080000,4,1712,1942,77,4026.0,49.2640458,-123.0347776,POINT (-123.0347776 49.2640458),Hastings-Sunrise
1070,2561 E 7TH AVENUE,7/29/2019,1354000,51,2352,1961,58,4026.0,49.2640995,-123.0532741,POINT (-123.0532741 49.2640995),Hastings-Sunrise
1071,1915 E 53RD AVENUE,4/1/2019,1210000,89,1646,1957,62,3385.0,49.2220342,-123.0674296,POINT (-123.0674296 49.2220342),Victoria-Fraserview
1072,3645 FRASER STREET,3/19/2020,1230000,53,2358,1906,114,3040.0,49.25207529999999,-123.0904654,POINT (-123.0904654 49.25207529999999),Riley Park
1073,3002 GRAVELEY STREET,6/18/2019,1100000,6,922,1926,93,3902.75,49.2702058,-123.041283,POINT (-123.041283 49.2702058),Hastings-Sunrise
1074,5785 CHESTER STREET,4/8/2019,2115000,82,3515,2016,3,4026.0,49.2320966,-123.0894869,POINT (-123.0894869 49.2320966),Sunset
1075,6250 PRINCE ALBERT STREET,7/4/2019,1665000,76,2205,2006,13,4026.0,49.2278375,-123.0876316,POINT (-123.0876316 49.2278375),Sunset
1076,2754 DUNDAS STREET,10/16/2019,1550000,9,2686,1910,109,5856.0,49.2845568,-123.0480696,POINT (-123.0480696 49.2845568),Hastings-Sunrise
1077,628 E 54TH AVENUE,6/24/2019,1250000,13,2632,1973,46,4032.0,49.2206461,-123.0922301,POINT (-123.0922301 49.2206461),Sunset
1078,1146 E 60TH AVENUE,3/12/2020,1482000,8,1940,1952,68,6180.0,49.2153234,-123.0825092,POINT (-123.0825092 49.2153234),Sunset
1079,3322 W 38TH AVENUE,5/25/2020,2880000,7,2959,1925,95,5475.0,49.2375199,-123.1792479,POINT (-123.1792479 49.2375199),Dunbar-Southlands
1080,2971 E 16TH AVENUE,9/9/2019,1385000,6,2279,1963,56,3996.66,49.2556459,-123.0425459,POINT (-123.0425459 49.2556459),Renfrew-Collingwood
1081,946 E 24TH AVENUE,9/16/2019,1225000,8,1670,1913,106,2161.5,49.2489621,-123.0847246,POINT (-123.0847246 49.2489621),Kensington-Cedar Cottage
1082,7 W 20TH AVENUE,5/10/2019,2050000,143,2046,1927,92,4570.5,49.25298060000001,-123.1051412,POINT (-123.1051412 49.25298060000001),Riley Park
1083,5304 FRASER STREET,5/1/2019,840000,53,906,1913,106,3399.0,49.23702189999999,-123.0901715,POINT (-123.0901715 49.23702189999999),Kensington-Cedar Cottage
1084,4377 W 14TH AVENUE,4/17/2020,2802000,3,3603,1911,109,5734.0,49.2603364,-123.2054518,POINT (-123.2054518 49.2603364),West Point Grey
1085,4507 W 14TH AVENUE,3/25/2019,2900000,191,2407,1999,20,4026.0,49.26041,-123.2096042,POINT (-123.2096042 49.26041),West Point Grey
1086,4448 COMMERCIAL STREET,3/12/2020,1085000,8,2028,1908,112,4081.94,49.2449829,-123.0676293,POINT (-123.0676293 49.2449829),Kensington-Cedar Cottage
1087,2509 E PENDER STREET,2/24/2020,1570000,9,2599,1976,44,4026.0,49.2805196,-123.0541971,POINT (-123.0541971 49.2805196),Hastings-Sunrise
1088,50 E 56TH AVENUE,4/28/2020,2468000,6,2586,2020,0,3630.0,49.2191802,-123.1048788,POINT (-123.1048788 49.2191802),Sunset
1089,1747 E 8TH AVENUE,8/19/2019,1325000,7,2036,1993,26,3115.0,49.2634564,-123.0685199,POINT (-123.0685199 49.2634564),Grandview-Woodland
1090,2851 E 15TH AVENUE,6/18/2019,1265000,257,1660,1955,65,4023.0,49.2565607,-123.0457714,POINT (-123.0457714 49.2565607),Renfrew-Collingwood
1091,3088 E GEORGIA STREET,5/22/2019,1180000,168,1780,1946,74,3481.5,49.278054,-123.0394236,POINT (-123.0394236 49.278054),Hastings-Sunrise
1092,2786 DUNDAS STREET,4/23/2019,1300000,49,2450,1925,94,5856.0,49.28463559999999,-123.0472474,POINT (-123.0472474 49.28463559999999),Hastings-Sunrise
1093,3151 W 45TH AVENUE,8/8/2019,2575000,287,2400,1948,72,6838.1,49.2312606,-123.1751239,POINT (-123.1751239 49.2312606),Kerrisdale
1094,4995 ST. CATHERINES STREET,1/10/2020,1155000,4,1585,1953,67,3300.0,49.2393755,-123.0871596,POINT (-123.0871596 49.2393755),Kensington-Cedar Cottage
1095,3328 W 39TH AVENUE,11/20/2019,2273000,11,2191,2013,6,2537.5,49.236206,-123.1792974,POINT (-123.1792974 49.236206),Dunbar-Southlands
1096,6579 MAPLE STREET,9/18/2019,2700000,8,2645,1922,97,7789.6,49.22607900000001,-123.1527591,POINT (-123.1527591 49.22607900000001),Kerrisdale
1097,720 HAWKS AVENUE,10/15/2019,1265000,47,2394,1905,114,2684.0,49.2779605,-123.0870925,POINT (-123.0870925 49.2779605),Strathcona
1098,312 E 32ND AVENUE,2/11/2019,1925000,314,2253,2017,3,3295.0,49.2420176,-123.0984516,POINT (-123.0984516 49.2420176),Riley Park
1099,2895 W 5TH AVENUE,5/24/2019,1715000,11,2679,1930,89,4092.0,49.267717,-123.1702253,POINT (-123.1702253 49.267717),Kitsilano
1100,2646 MCGILL STREET,8/21/2019,1125000,54,1520,1928,91,4081.0,49.2884715,-123.0504572,POINT (-123.0504572 49.2884715),Hastings-Sunrise
1101,6161 ST. GEORGE STREET,11/27/2019,1498000,17,2313,1975,44,4026.0,49.2285738,-123.094203,POINT (-123.094203 49.2285738),Sunset
1102,2924 W 41ST AVENUE,9/9/2019,1850000,3,2651,1925,94,4455.0,49.2345213,-123.1712105,POINT (-123.1712105 49.2345213),Kerrisdale
1103,3174 E 3RD AVENUE,1/16/2020,1350000,20,2444,1965,55,4154.0,49.2673413,-123.03727,POINT (-123.03727 49.2673413),Hastings-Sunrise
1104,1771 E 5TH AVENUE,6/3/2019,1555000,7,2251,1912,107,2500.0,49.2659057,-123.0681259,POINT (-123.0681259 49.2659057),Grandview-Woodland
1105,168 E 48TH AVENUE,10/7/2019,2080714,27,2774,2019,0,3864.0,49.2265916,-123.1024752,POINT (-123.1024752 49.2265916),Sunset
1106,326 WEBBER AVENUE,9/16/2019,1550000,10,1985,1910,109,2432.1,49.2480586,-123.0986535,POINT (-123.0986535 49.2480586),Riley Park
1107,4514 NANAIMO STREET,5/21/2019,1360000,41,1682,2003,16,2940.0,49.2443354,-123.0563551,POINT (-123.0563551 49.2443354),Renfrew-Collingwood
1108,518 KEEFER STREET,1/3/2020,1189000,47,3189,1910,110,3050.0,49.2791693,-123.0930471,POINT (-123.0930471 49.2791693),Strathcona
1109,3164 W KING EDWARD AVENUE,4/4/2020,2050000,19,3050,1973,47,4199.9,49.2496782,-123.1752257,POINT (-123.1752257 49.2496782),Dunbar-Southlands
1110,1982 1984 E 12TH AVENUE,2/6/2020,1375000,5,2168,1913,107,4026.0,49.2593463,-123.0645035,POINT (-123.0645035 49.2593463),Kensington-Cedar Cottage
1111,7848 MAIN STREET,6/20/2019,1375000,15,3600,1953,66,5860.99,49.2140512,-123.1017972,POINT (-123.1017972 49.2140512),Sunset
1112,4409 W 16TH AVENUE,1/21/2019,2965000,180,2850,2018,1,4026.0,49.2585337,-123.2065837,POINT (-123.2065837 49.2585337),West Point Grey
1113,1019 W 46TH AVENUE,2/3/2020,2988000,42,3900,1986,34,7200.0,49.2295594,-123.1292079,POINT (-123.1292079 49.2295594),Oakridge
1114,8523 CORNISH STREET,6/18/2019,2100000,1,3000,1994,25,5121.6,49.2092061,-123.1424852,POINT (-123.1424852 49.2092061),Marpole
1115,1275 E 60 AVENUE,2/7/2020,1250000,4,1822,1960,60,3861.0,49.2157772,-123.0806,POINT (-123.0806 49.2157772),Sunset
1116,4799 GOTHARD STREET,7/23/2019,1472000,7,2210,2001,18,4176.0,49.2416214,-123.0542919,POINT (-123.0542919 49.2416214),Renfrew-Collingwood
1117,2168 E 7TH AVENUE,9/9/2019,2300000,9,3644,1992,27,6039.0,49.263891,-123.060557,POINT (-123.060557 49.263891),Grandview-Woodland
1118,4808 TRAFALGAR STREET,2/17/2020,2890000,0,3249,1940,80,7420.0,49.2431801,-123.1652173,POINT (-123.1652173 49.2431801),Arbutus Ridge
1119,1407 W 48TH AVENUE,4/8/2019,2700000,76,3495,1942,77,7270.0,49.2280733,-123.1376989,POINT (-123.1376989 49.2280733),Oakridge
1120,615 W 23RD AVENUE,2/4/2020,2570000,67,2779,1955,65,4026.0,49.2508804,-123.1187451,POINT (-123.1187451 49.2508804),South Cambie
1121,120 E 24TH AVENUE,11/12/2019,1650000,7,1860,1910,109,2416.35,49.2493966,-123.1028384,POINT (-123.1028384 49.2493966),Riley Park
1122,7951 FRENCH STREET,6/11/2019,1680000,78,1618,1949,70,4327.73,49.2137514,-123.1393515,POINT (-123.1393515 49.2137514),Marpole
1123,3425 W 33 AVENUE,10/21/2019,2680000,2,3374,1937,82,7308.0,49.24260590000001,-123.1807223,POINT (-123.1807223 49.24260590000001),Dunbar-Southlands
1124,5078 ST. CATHERINES STREET,6/20/2019,1147000,2,1539,1946,73,3234.0,49.2385932,-123.0866383,POINT (-123.0866383 49.2385932),Kensington-Cedar Cottage
1125,3246 E 27TH AVENUE,3/5/2020,1632000,1,2780,1994,26,3960.0,49.2460533,-123.0351001,POINT (-123.0351001 49.2460533),Renfrew-Collingwood
1126,2350 E 49TH AVENUE,5/27/2019,1500000,133,2606,1967,52,6190.0,49.2246269,-123.0582977,POINT (-123.0582977 49.2246269),Victoria-Fraserview
1127,2087 E 28TH AVENUE,3/16/2020,1450000,0,1900,1957,63,4204.2,49.2460331,-123.063218,POINT (-123.063218 49.2460331),Kensington-Cedar Cottage
1128,2575 W 15TH AVENUE,7/23/2019,2600000,25,2096,1941,78,6250.0,49.2586289,-123.1643458,POINT (-123.1643458 49.2586289),Kitsilano
1129,1090 E 57TH AVENUE,7/8/2019,1500000,29,2012,2012,7,3597.0,49.2179565,-123.0834679,POINT (-123.0834679 49.2179565),Sunset
1130,2496 E 29TH AVENUE,9/3/2019,1038000,65,1684,1979,40,2866.19,49.2443651,-123.0545738,POINT (-123.0545738 49.2443651),Renfrew-Collingwood
1131,158 E 61ST AVENUE,6/7/2019,1250000,114,1518,1944,75,3811.5,49.21482719999999,-123.1032592,POINT (-123.1032592 49.21482719999999),Sunset
1132,505 RUPERT STREET,2/26/2020,1907619,15,3400,2020,0,3960.0,49.28001829999999,-123.03394,POINT (-123.03394 49.28001829999999),Hastings-Sunrise
1133,1561 KITCHENER STREET,9/24/2019,1470000,29,2538,1910,109,4026.0,49.27236629999999,-123.0720154,POINT (-123.0720154 49.27236629999999),Grandview-Woodland
1134,3986 W 24TH AVENUE,4/8/2019,2200000,149,2293,1941,78,5008.15,49.2508563,-123.1932106,POINT (-123.1932106 49.2508563),Dunbar-Southlands
1135,3539 E 22ND AVENUE,8/29/2019,1188800,5,1344,1948,71,4469.0,49.2508764,-123.0276008,POINT (-123.0276008 49.2508764),Renfrew-Collingwood
1136,2566 MCBAIN AVENUE,10/7/2019,2805000,18,2017,1955,64,6255.0,49.2474008,-123.1617996,POINT (-123.1617996 49.2474008),Arbutus Ridge
1137,4586 W 8TH AVENUE,3/16/2019,2200000,119,2253,1987,32,3795.0,49.26540259999999,-123.2114808,POINT (-123.2114808 49.26540259999999),West Point Grey
1138,2504 NAPIER STREET,4/6/2020,1210000,1,2335,1942,78,3564.0,49.2747817,-123.0544814,POINT (-123.0544814 49.2747817),Hastings-Sunrise
1139,4250 OSLER STREET,7/10/2019,2488888,8,1872,1924,95,6000.0,49.24772369999999,-123.1295774,POINT (-123.1295774 49.24772369999999),Shaughnessy
1140,3949 PRINCE EDWARD STREET,10/28/2019,1711000,8,2079,1910,109,2665.0,49.2494577,-123.0970969,POINT (-123.0970969 49.2494577),Riley Park
1141,6963 LANARK STREET,9/20/2019,1450000,11,2272,1952,67,5001.66,49.2209423,-123.0764588,POINT (-123.0764588 49.2209423),Victoria-Fraserview
1142,1216 E 17TH AVENUE,6/24/2019,1630000,8,2501,1913,106,4026.0,49.2551622,-123.0793226,POINT (-123.0793226 49.2551622),Kensington-Cedar Cottage
1143,638 W 24TH AVENUE,10/15/2019,2250000,20,1786,1927,92,4310.13,49.249846,-123.1191641,POINT (-123.1191641 49.249846),South Cambie
1144,2993 CHARLES STREET,1/13/2020,1432000,27,2098,1940,80,3802.78,49.27352339999999,-123.0417681,POINT (-123.0417681 49.27352339999999),Hastings-Sunrise
1145,1750 E 15TH AVENUE,2/13/2020,1408000,1,1927,1960,60,4045.0,49.25661299999999,-123.068692,POINT (-123.068692 49.25661299999999),Kensington-Cedar Cottage
1146,1836 E 7TH AVENUE,2/29/2020,2190000,11,2631,1911,109,3132.0,49.2639378,-123.0670443,POINT (-123.0670443 49.2639378),Grandview-Woodland
1147,2275 W KING EDWARD AVENUE,9/6/2019,2788000,43,3811,1990,29,6092.0,49.2508399,-123.1574952,POINT (-123.1574952 49.2508399),Arbutus Ridge
1148,450 SALSBURY DRIVE,8/27/2019,1310000,33,2364,2010,9,1762.0,49.2806517,-123.0680328,POINT (-123.0680328 49.2806517),Grandview-Woodland
1149,4783 FAIRMONT STREET,7/29/2019,1140000,50,1981,1963,56,3283.0,49.24122999999999,-123.0430153,POINT (-123.0430153 49.24122999999999),Renfrew-Collingwood
1150,3058 18TH AVENUE,8/29/2019,1500000,44,2794,1966,53,5458.0,49.2537652,-123.0401584,POINT (-123.0401584 49.2537652),Renfrew-Collingwood
1151,19 W 62ND AVENUE,3/20/2020,1555000,3,2161,1914,106,3998.61,49.2144604,-123.1072093,POINT (-123.1072093 49.2144604),Marpole
1152,2666 E 53RD AVENUE,1/8/2020,1780000,3,2572,1959,61,6014.0,49.2209219,-123.053339,POINT (-123.053339 49.2209219),Victoria-Fraserview
1153,827 E 18TH AVENUE,6/29/2019,1388000,78,1826,2007,12,2494.0,49.25472,-123.0871054,POINT (-123.0871054 49.25472),Kensington-Cedar Cottage
1154,11 S KASLO STREET,2/3/2020,1680100,6,2938,1971,49,5856.0,49.28458,-123.0470631,POINT (-123.0470631 49.28458),Hastings-Sunrise
1155,798 CASSIAR STREET,5/21/2019,1275000,17,1900,1994,25,3609.05,49.2775962,-123.0305831,POINT (-123.0305831 49.2775962),Hastings-Sunrise
1156,3282 W 33RD AVENUE,9/20/2019,2450000,81,3059,1930,89,7810.0,49.2420981,-123.1778242,POINT (-123.1778242 49.2420981),Dunbar-Southlands
1157,2633 E 2ND AVENUE,6/24/2019,1160000,10,2242,1927,92,4026.0,49.2687164,-123.051242,POINT (-123.051242 49.2687164),Hastings-Sunrise
1158,2161 E 28TH AVENUE,2/10/2020,1360000,6,1468,1942,78,4204.2,49.246056,-123.061512,POINT (-123.061512 49.246056),Kensington-Cedar Cottage
1159,2706 CHEYENNE AVENUE,3/16/2020,1200000,7,2540,1968,52,4143.75,49.24140569999999,-123.0492668,POINT (-123.0492668 49.24140569999999),Renfrew-Collingwood
1160,1656 W 69TH AVENUE,2/4/2020,2250000,31,2429,1953,67,6000.0,49.20932699999999,-123.1454376,POINT (-123.1454376 49.20932699999999),Marpole
1161,2036 E BROADWAY STREET,2/13/2020,1588000,5,1900,1948,72,4026.0,49.262012,-123.0632161,POINT (-123.0632161 49.262012),Kensington-Cedar Cottage
1162,2919 W 43RD AVENUE,7/23/2019,2430000,55,2974,1975,44,4455.0,49.2330586,-123.1709588,POINT (-123.1709588 49.2330586),Kerrisdale
1163,156 E 22ND AVENUE,6/19/2019,1225000,84,1706,1909,110,3295.0,49.2507874,-123.1020629,POINT (-123.1020629 49.2507874),Riley Park
1164,2450 OLIVER CRESCENT,6/13/2019,2800000,27,2282,1951,68,6220.47,49.24994479999999,-123.1611966,POINT (-123.1611966 49.24994479999999),Arbutus Ridge
1165,3241 E 28TH AVENUE,6/10/2019,1320000,12,2440,1977,42,3960.0,49.2456189,-123.0356793,POINT (-123.0356793 49.2456189),Renfrew-Collingwood
1166,476 E 49TH AVENUE,12/9/2019,1238000,3,1665,1949,71,4106.36,49.2252638,-123.0946424,POINT (-123.0946424 49.2252638),Sunset
1167,756 W 64TH AVENUE,12/21/2019,2900000,22,3215,2006,14,5346.86,49.21210610000001,-123.1222557,POINT (-123.1222557 49.21210610000001),Marpole
1168,7840 PRINCE ALBERT STREET,1/7/2020,1285000,1,2300,1958,62,3979.46,49.2134234,-123.0877222,POINT (-123.0877222 49.2134234),Sunset
1169,2082 CHARLES STREET,9/24/2019,1327000,11,1263,2017,2,1696.0,49.2728287,-123.0623435,POINT (-123.0623435 49.2728287),Grandview-Woodland
1170,2915 MCGILL STREET,5/23/2019,1555000,50,2904,1928,91,6029.56,49.2890108,-123.0436149,POINT (-123.0436149 49.2890108),Hastings-Sunrise
1171,2277 E 28TH AVENUE,8/5/2019,2660000,22,4809,2016,3,6039.0,49.2460434,-123.0589006,POINT (-123.0589006 49.2460434),Kensington-Cedar Cottage
1172,5385 EARLES STREET,7/10/2019,1065000,14,2400,1947,72,4007.52,49.2360927,-123.0492278,POINT (-123.0492278 49.2360927),Renfrew-Collingwood
1173,2476 E 6TH AVENUE,9/3/2019,1638000,6,3586,1982,37,6039.0,49.2645904,-123.0552108,POINT (-123.0552108 49.2645904),Hastings-Sunrise
1174,1764 W 57TH AVENUE,5/2/2019,2050000,61,3298,1931,88,5600.0,49.21919519999999,-123.1470725,POINT (-123.1470725 49.21919519999999),Marpole
1175,1231 SE MARINE DRIVE,11/14/2019,935000,7,2010,1958,61,3201.0,49.21135839999999,-123.0815059,POINT (-123.0815059 49.21135839999999),Sunset
1176,151/153 W 18TH AVENUE,10/25/2019,2250000,6,2611,1924,95,4537.5,49.2549502,-123.1085707,POINT (-123.1085707 49.2549502),Riley Park
1177,3654 E PENDER STREET,7/17/2019,1900000,78,4419,2015,4,5115.0,49.2800085,-123.0246163,POINT (-123.0246163 49.2800085),Hastings-Sunrise
1178,4334 PRINCE EDWARD STREET,6/27/2019,1265000,0,1500,1957,62,3577.5,49.24626869999999,-123.0965568,POINT (-123.0965568 49.24626869999999),Riley Park
1179,3520 W 31 AVENUE,3/16/2020,2240000,7,2530,1975,45,4318.0,49.2440018,-123.1830625,POINT (-123.1830625 49.2440018),Dunbar-Southlands
1180,842 KEEFER STREET,8/27/2019,2100000,6,2727,1910,109,3050.0,49.2790243,-123.0862359,POINT (-123.0862359 49.2790243),Strathcona
1181,7315 NANAIMO STREET,3/27/2020,1480000,3,2462,1964,56,4225.0,49.2177453,-123.0595786,POINT (-123.0595786 49.2177453),Victoria-Fraserview
1182,1108 W 41ST AVENUE,6/18/2019,2080000,15,2584,1947,72,7405.0,49.2337236,-123.1303646,POINT (-123.1303646 49.2337236),Oakridge
1183,1738 W 49TH AVENUE,7/18/2019,2483810,4,2624,2018,1,3748.8,49.22683139999999,-123.1462922,POINT (-123.1462922 49.22683139999999),Kerrisdale
1184,419 E 60TH AVENUE,11/12/2019,1372000,60,2271,1982,38,3892.0,49.2159906,-123.0968043,POINT (-123.0968043 49.2159906),Sunset
1185,6988 MCKINNON STREET,1/23/2019,2825000,203,4625,2017,2,5500.0,49.22033159999999,-123.0388141,POINT (-123.0388141 49.22033159999999),Killarney
1186,5704 KERR STREET,3/2/2020,1252000,4,2553,1941,79,4121.7,49.2327917,-123.0398764,POINT (-123.0398764 49.2327917),Killarney
1187,6675 BERKELEY STREET,12/9/2019,1715000,27,2610,1994,26,4356.0,49.2233291,-123.058064,POINT (-123.058064 49.2233291),Victoria-Fraserview
1188,3158 WELLINGTON AVENUE,10/8/2019,1400000,22,2497,1970,49,5155.72,49.24351859999999,-123.0392251,POINT (-123.0392251 49.24351859999999),Renfrew-Collingwood
1189,136 E 44TH AVENUE,8/7/2019,1290000,62,1841,1944,75,3894.4,49.2300997,-123.1029636,POINT (-123.1029636 49.2300997),Sunset
1190,375 W 23RD AVENUE,3/17/2020,2470000,6,2597,1911,109,4900.0,49.2503514,-123.1122968,POINT (-123.1122968 49.2503514),Riley Park
1191,6483 WILTSHIRE STREET,11/1/2019,2700000,114,3841,1928,92,8775.0,49.2272863,-123.1469298,POINT (-123.1469298 49.2272863),Kerrisdale
1192,3505 FLEMING STREET,1/20/2020,1030000,8,1600,1910,110,2722.5,49.2533902,-123.0717994,POINT (-123.0717994 49.2533902),Kensington-Cedar Cottage
1193,3234 PRINCE EDWARD STREET,3/9/2020,950000,26,1601,1912,108,2382.36,49.2560207,-123.0962146,POINT (-123.0962146 49.2560207),Riley Park
1194,555 E 7TH AVENUE,1/20/2020,1660000,1,2322,1905,115,4026.0,49.2644984,-123.0916916,POINT (-123.0916916 49.2644984),Mount Pleasant
1195,3809 W 24TH AVENUE,4/29/2020,2315000,13,2235,1978,42,4026.0,49.2512763,-123.1884488,POINT (-123.1884488 49.2512763),Dunbar-Southlands
1196,7550 JASPER CRESCENT,1/27/2020,1869000,77,3578,1992,28,6348.0,49.2157655,-123.0697578,POINT (-123.0697578 49.2157655),Victoria-Fraserview
1197,5023 SHERBROOKE STREET,7/11/2019,1190000,3,945,1946,73,3234.0,49.2390347,-123.0816389,POINT (-123.0816389 49.2390347),Kensington-Cedar Cottage
1198,1979 CHARLES STREET,9/4/2019,2048000,27,2066,2019,0,2732.8,49.2731754,-123.0638807,POINT (-123.0638807 49.2731754),Grandview-Woodland
1199,6183 DUMFRIES STREET,9/12/2019,1885000,100,2857,2012,8,4049.0,49.2282149,-123.0747911,POINT (-123.0747911 49.2282149),Victoria-Fraserview
1200,3172 E 62ND AVENUE,5/26/2020,1601000,3,2119,1973,47,7000.0,49.2134075,-123.037446,POINT (-123.037446 49.2134075),Killarney
1201,2988 E 52ND AVENUE,11/1/2019,1844000,21,2728,2019,0,3978.0,49.221523,-123.0431459,POINT (-123.0431459 49.221523),Killarney
1202,2080 CASSIAR STREET,8/21/2019,1230000,28,2458,1966,53,4131.58,49.2659511,-123.030863,POINT (-123.030863 49.2659511),Hastings-Sunrise
1203,5229 WINDSOR STREET,1/22/2020,1500000,5,2136,1970,50,3300.0,49.23756729999999,-123.0849536,POINT (-123.0849536 49.23756729999999),Kensington-Cedar Cottage
1204,5260 INVERNESS STREET,4/27/2020,1425000,25,1838,1910,110,3382.0,49.2372548,-123.0799994,POINT (-123.0799994 49.2372548),Kensington-Cedar Cottage
1205,622 W 27TH AVENUE,7/5/2019,3000000,38,2489,1945,74,7063.0,49.2468626,-123.1190457,POINT (-123.1190457 49.2468626),South Cambie
1206,4733 FLEMING STREET,6/13/2019,1550000,105,2400,1993,26,4102.0,49.2424993,-123.0725155,POINT (-123.0725155 49.2424993),Kensington-Cedar Cottage
1207,908 NOOTKA STREET,10/24/2019,1430000,56,1791,1958,62,3435.3,49.2762875,-123.041086,POINT (-123.041086 49.2762875),Hastings-Sunrise
1208,3675 W 24TH AVENUE,8/20/2018,1900000,303,2287,1993,26,4029.3,49.25127639999999,-123.1864687,POINT (-123.1864687 49.25127639999999),Dunbar-Southlands
1209,3465 SEAFORTH DRIVE,8/20/2019,1230000,61,1570,1948,71,6088.62,49.25423,-123.0313767,POINT (-123.0313767 49.25423),Renfrew-Collingwood
1210,6695 CLARENDON STREET,4/16/2019,1450000,112,2484,1964,55,4889.0,49.2228102,-123.0565441,POINT (-123.0565441 49.2228102),Victoria-Fraserview
1211,4547 WELWYN STREET,9/5/2019,1450000,56,2398,1927,92,3146.0,49.2440708,-123.0703689,POINT (-123.0703689 49.2440708),Kensington-Cedar Cottage
1212,3247 W 6TH AVENUE,3/2/2020,2255000,55,2366,1927,93,3630.0,49.2669783,-123.1768828,POINT (-123.1768828 49.2669783),Kitsilano
1213,2403 CAMBRIDGE STREET,2/4/2019,1400000,207,2575,1909,110,4021.0,49.28698989999999,-123.0561165,POINT (-123.0561165 49.28698989999999),Hastings-Sunrise
1214,555 E 52ND AVENUE,1/3/2020,1715000,44,3000,1979,41,4880.0,49.2229213,-123.093184,POINT (-123.093184 49.2229213),Sunset
1215,4045 PERRY STREET,7/5/2019,1145000,50,2310,1965,54,3861.0,49.2491116,-123.0715655,POINT (-123.0715655 49.2491116),Kensington-Cedar Cottage
1216,120 E 41ST AVENUE,6/14/2019,1313000,18,2230,1961,58,3795.0,49.23286479999999,-123.1029742,POINT (-123.1029742 49.23286479999999),Sunset
1217,2909 GRAVELEY STREET,9/16/2019,1188000,3,1980,1940,79,4254.5,49.27064319999999,-123.0438017,POINT (-123.0438017 49.27064319999999),Hastings-Sunrise
1218,2858 E 23RD AVENUE,12/30/2019,2100000,7,3450,2019,1,3960.0,49.2494299,-123.04519,POINT (-123.04519 49.2494299),Renfrew-Collingwood
1219,5750 ATHLONE STREET,7/12/2019,2700000,4,3300,1927,92,8700.0,49.2336798,-123.1362021,POINT (-123.1362021 49.2336798),Oakridge
1220,241 W 22ND AVENUE,7/8/2019,2900000,6,2823,2003,16,4026.0,49.25129020000001,-123.1106085,POINT (-123.1106085 49.25129020000001),Riley Park
