neighbourhood,crime_type,year,count
Kitsilano,Vehicle Collision or Pedestrian Struck (with Injury),2021,43
Kitsilano,Vehicle Collision or Pedestrian Struck (with Injury),2022,43
Kitsilano,Vehicle Collision or Pedestrian Struck (with Injury),2023,46
Kitsilano,Vehicle Collision or Pedestrian Struck (with Injury),2024,53
Kitsilano,Vehicle Collision or Pedestrian Struck (with Injury),2025,26
Marpole,Break and Enter Commercial,2003,93
Marpole,Break and Enter Commercial,2004,100
Marpole,Break and Enter Commercial,2005,84
Marpole,Break and Enter Commercial,2006,108
Marpole,Break and Enter Commercial,2007,75
Marpole,Break and Enter Commercial,2008,89
Marpole,Break and Enter Commercial,2009,73
Marpole,Break and Enter Commercial,2010,91
Marpole,Break and Enter Commercial,2011,56
Marpole,Break and Enter Commercial,2012,28
Marpole,Break and Enter Commercial,2013,60
Marpole,Break and Enter Commercial,2014,76
Marpole,Break and Enter Commercial,2015,52
Marpole,Break and Enter Commercial,2016,64
Marpole,Break and Enter Commercial,2017,72
Marpole,Break and Enter Commercial,2018,44
Marpole,Break and Enter Commercial,2019,66
Marpole,Break and Enter Commercial,2020,73
Marpole,Break and Enter Commercial,2021,71
Marpole,Break and Enter Commercial,2022,56
Marpole,Break and Enter Commercial,2023,67
Marpole,Break and Enter Commercial,2024,63
Marpole,Break and Enter Commercial,2025,27
Marpole,Break and Enter Residential/Other,2003,198
Marpole,Break and Enter Residential/Other,2004,235
Marpole,Break and Enter Residential/Other,2005,227
Marpole,Break and Enter Residential/Other,2006,189
Marpole,Break and Enter Residential/Other,2007,222
Marpole,Break and Enter Residential/Other,2008,180
Marpole,Break and Enter Residential/Other,2009,143
Marpole,Break and Enter Residential/Other,2010,138
Marpole,Break and Enter Residential/Other,2011,142
Marpole,Break and Enter Residential/Other,2012,177
Marpole,Break and Enter Residential/Other,2013,160
Marpole,Break and Enter Residential/Other,2014,155
Marpole,Break and Enter Residential/Other,2015,152
Marpole,Break and Enter Residential/Other,2016,161
Marpole,Break and Enter Residential/Other,2017,89
Marpole,Break and Enter Residential/Other,2018,124
Marpole,Break and Enter Residential/Other,2019,131
Marpole,Break and Enter Residential/Other,2020,85
Marpole,Break and Enter Residential/Other,2021,88
Marpole,Break and Enter Residential/Other,2022,69
Marpole,Break and Enter Residential/Other,2023,46
Marpole,Break and Enter Residential/Other,2024,46
Marpole,Break and Enter Residential/Other,2025,17
Marpole,Homicide,2007,1
Marpole,Homicide,2009,2
Marpole,Homicide,2016,1
Marpole,Homicide,2017,1
Marpole,Homicide,2020,1
Marpole,Homicide,2022,1
Marpole,Mischief,2003,151
Marpole,Mischief,2004,183
Marpole,Mischief,2005,181
Marpole,Mischief,2006,174
Marpole,Mischief,2007,142
Marpole,Mischief,2008,127
Marpole,Mischief,2009,137
Marpole,Mischief,2010,108
Marpole,Mischief,2011,101
Marpole,Mischief,2012,114
Marpole,Mischief,2013,92
Marpole,Mischief,2014,108
Marpole,Mischief,2015,96
Marpole,Mischief,2016,121
Marpole,Mischief,2017,140
Marpole,Mischief,2018,134
Marpole,Mischief,2019,117
Marpole,Mischief,2020,133
Marpole,Mischief,2021,147
Marpole,Mischief,2022,106
Marpole,Mischief,2023,124
Marpole,Mischief,2024,151
Marpole,Mischief,2025,71
Marpole,Offence Against a Person,2003,85
Marpole,Offence Against a Person,2004,61
Marpole,Offence Against a Person,2005,73
Marpole,Offence Against a Person,2006,94
Marpole,Offence Against a Person,2007,96
Marpole,Offence Against a Person,2008,80
Marpole,Offence Against a Person,2009,81
Marpole,Offence Against a Person,2010,89
Marpole,Offence Against a Person,2011,81
Marpole,Offence Against a Person,2012,66
Marpole,Offence Against a Person,2013,62
Marpole,Offence Against a Person,2014,57
Marpole,Offence Against a Person,2015,64
Marpole,Offence Against a Person,2016,55
Marpole,Offence Against a Person,2017,63
Marpole,Offence Against a Person,2018,61
Marpole,Offence Against a Person,2019,76
Marpole,Offence Against a Person,2020,76
Marpole,Offence Against a Person,2021,71
Marpole,Offence Against a Person,2022,77
Marpole,Offence Against a Person,2023,84
Marpole,Offence Against a Person,2024,62
Marpole,Offence Against a Person,2025,31
Marpole,Other Theft,2003,161
Marpole,Other Theft,2004,188
Marpole,Other Theft,2005,203
Marpole,Other Theft,2006,157
Marpole,Other Theft,2007,167
Marpole,Other Theft,2008,151
Marpole,Other Theft,2009,123
Marpole,Other Theft,2010,111
Marpole,Other Theft,2011,112
Marpole,Other Theft,2012,134
Marpole,Other Theft,2013,132
Marpole,Other Theft,2014,120
Marpole,Other Theft,2015,165
Marpole,Other Theft,2016,214
Marpole,Other Theft,2017,242
Marpole,Other Theft,2018,206
Marpole,Other Theft,2019,254
Marpole,Other Theft,2020,227
Marpole,Other Theft,2021,199
Marpole,Other Theft,2022,248
Marpole,Other Theft,2023,287
Marpole,Other Theft,2024,295
Marpole,Other Theft,2025,160
Marpole,Theft from Vehicle,2003,394
Marpole,Theft from Vehicle,2004,469
Marpole,Theft from Vehicle,2005,539
Marpole,Theft from Vehicle,2006,329
Marpole,Theft from Vehicle,2007,280
Marpole,Theft from Vehicle,2008,225
Marpole,Theft from Vehicle,2009,220
Marpole,Theft from Vehicle,2010,197
Marpole,Theft from Vehicle,2011,171
Marpole,Theft from Vehicle,2012,247
Marpole,Theft from Vehicle,2013,216
Marpole,Theft from Vehicle,2014,258
Marpole,Theft from Vehicle,2015,251
Marpole,Theft from Vehicle,2016,252
Marpole,Theft from Vehicle,2017,294
Marpole,Theft from Vehicle,2018,291
Marpole,Theft from Vehicle,2019,349
Marpole,Theft from Vehicle,2020,272
Marpole,Theft from Vehicle,2021,248
Marpole,Theft from Vehicle,2022,229
Marpole,Theft from Vehicle,2023,198
Marpole,Theft from Vehicle,2024,139
Marpole,Theft from Vehicle,2025,65
Marpole,Theft of Bicycle,2003,15
Marpole,Theft of Bicycle,2004,20
Marpole,Theft of Bicycle,2005,18
Marpole,Theft of Bicycle,2006,8
Marpole,Theft of Bicycle,2007,16
Marpole,Theft of Bicycle,2008,11
Marpole,Theft of Bicycle,2009,16
Marpole,Theft of Bicycle,2010,7
Marpole,Theft of Bicycle,2011,7
Marpole,Theft of Bicycle,2012,15
Marpole,Theft of Bicycle,2013,19
Marpole,Theft of Bicycle,2014,17
Marpole,Theft of Bicycle,2015,24
Marpole,Theft of Bicycle,2016,26
Marpole,Theft of Bicycle,2017,22
Marpole,Theft of Bicycle,2018,34
Marpole,Theft of Bicycle,2019,40
Marpole,Theft of Bicycle,2020,25
Marpole,Theft of Bicycle,2021,22
Marpole,Theft of Bicycle,2022,29
Marpole,Theft of Bicycle,2023,18
Marpole,Theft of Bicycle,2024,15
Marpole,Theft of Bicycle,2025,8
Marpole,Theft of Vehicle,2003,279
Marpole,Theft of Vehicle,2004,239
Marpole,Theft of Vehicle,2005,225
Marpole,Theft of Vehicle,2006,111
Marpole,Theft of Vehicle,2007,150
Marpole,Theft of Vehicle,2008,100
Marpole,Theft of Vehicle,2009,88
Marpole,Theft of Vehicle,2010,70
Marpole,Theft of Vehicle,2011,57
Marpole,Theft of Vehicle,2012,38
Marpole,Theft of Vehicle,2013,50
Marpole,Theft of Vehicle,2014,66
Marpole,Theft of Vehicle,2015,53
Marpole,Theft of Vehicle,2016,56
Marpole,Theft of Vehicle,2017,55
Marpole,Theft of Vehicle,2018,39
Marpole,Theft of Vehicle,2019,35
Marpole,Theft of Vehicle,2020,31
Marpole,Theft of Vehicle,2021,40
Marpole,Theft of Vehicle,2022,35
Marpole,Theft of Vehicle,2023,27
Marpole,Theft of Vehicle,2024,24
Marpole,Theft of Vehicle,2025,7
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2004,3
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2006,1
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2007,1
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2008,1
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2009,2
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2012,1
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2014,1
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2015,1
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2016,1
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2019,1
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2022,2
Marpole,Vehicle Collision or Pedestrian Struck (with Fatality),2023,1
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2003,15
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2004,16
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2005,18
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2006,14
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2007,7
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2008,5
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2009,8
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2010,9
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2011,9
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2012,10
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2013,6
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2014,89
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2015,75
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2016,72
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2017,60
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2018,86
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2019,54
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2020,28
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2021,38
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2022,42
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2023,55
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2024,51
Marpole,Vehicle Collision or Pedestrian Struck (with Injury),2025,21
Mount Pleasant,Break and Enter Commercial,2003,165
Mount Pleasant,Break and Enter Commercial,2004,269
Mount Pleasant,Break and Enter Commercial,2005,229
Mount Pleasant,Break and Enter Commercial,2006,194
Mount Pleasant,Break and Enter Commercial,2007,183
Mount Pleasant,Break and Enter Commercial,2008,131
Mount Pleasant,Break and Enter Commercial,2009,129
Mount Pleasant,Break and Enter Commercial,2010,90
Mount Pleasant,Break and Enter Commercial,2011,227
Mount Pleasant,Break and Enter Commercial,2012,155
Mount Pleasant,Break and Enter Commercial,2013,157
Mount Pleasant,Break and Enter Commercial,2014,243
Mount Pleasant,Break and Enter Commercial,2015,230
Mount Pleasant,Break and Enter Commercial,2016,256
Mount Pleasant,Break and Enter Commercial,2017,216
Mount Pleasant,Break and Enter Commercial,2018,205
Mount Pleasant,Break and Enter Commercial,2019,260
Mount Pleasant,Break and Enter Commercial,2020,289
Mount Pleasant,Break and Enter Commercial,2021,219
Mount Pleasant,Break and Enter Commercial,2022,194
Mount Pleasant,Break and Enter Commercial,2023,144
Mount Pleasant,Break and Enter Commercial,2024,108
Mount Pleasant,Break and Enter Commercial,2025,75
Mount Pleasant,Break and Enter Residential/Other,2003,315
Mount Pleasant,Break and Enter Residential/Other,2004,313
Mount Pleasant,Break and Enter Residential/Other,2005,354
Mount Pleasant,Break and Enter Residential/Other,2006,245
Mount Pleasant,Break and Enter Residential/Other,2007,310
Mount Pleasant,Break and Enter Residential/Other,2008,296
Mount Pleasant,Break and Enter Residential/Other,2009,220
Mount Pleasant,Break and Enter Residential/Other,2010,202
Mount Pleasant,Break and Enter Residential/Other,2011,191
Mount Pleasant,Break and Enter Residential/Other,2012,177
Mount Pleasant,Break and Enter Residential/Other,2013,218
Mount Pleasant,Break and Enter Residential/Other,2014,148
Mount Pleasant,Break and Enter Residential/Other,2015,129
Mount Pleasant,Break and Enter Residential/Other,2016,104
Mount Pleasant,Break and Enter Residential/Other,2017,113
Mount Pleasant,Break and Enter Residential/Other,2018,124
Mount Pleasant,Break and Enter Residential/Other,2019,123
Mount Pleasant,Break and Enter Residential/Other,2020,109
Mount Pleasant,Break and Enter Residential/Other,2021,71
Mount Pleasant,Break and Enter Residential/Other,2022,79
Mount Pleasant,Break and Enter Residential/Other,2023,58
Mount Pleasant,Break and Enter Residential/Other,2024,39
Mount Pleasant,Break and Enter Residential/Other,2025,27
Mount Pleasant,Homicide,2004,2
Mount Pleasant,Homicide,2005,2
Mount Pleasant,Homicide,2006,1
Mount Pleasant,Homicide,2007,2
Mount Pleasant,Homicide,2008,2
Mount Pleasant,Homicide,2010,1
Mount Pleasant,Homicide,2011,2
Mount Pleasant,Homicide,2012,1
Mount Pleasant,Homicide,2017,1
Mount Pleasant,Homicide,2018,2
Mount Pleasant,Homicide,2020,2
Mount Pleasant,Homicide,2022,2
Mount Pleasant,Homicide,2023,1
Mount Pleasant,Mischief,2003,344
Mount Pleasant,Mischief,2004,277
Mount Pleasant,Mischief,2005,272
Mount Pleasant,Mischief,2006,299
Mount Pleasant,Mischief,2007,271
Mount Pleasant,Mischief,2008,268
Mount Pleasant,Mischief,2009,214
Mount Pleasant,Mischief,2010,259
Mount Pleasant,Mischief,2011,255
Mount Pleasant,Mischief,2012,232
Mount Pleasant,Mischief,2013,267
Mount Pleasant,Mischief,2014,334
Mount Pleasant,Mischief,2015,282
Mount Pleasant,Mischief,2016,285
Mount Pleasant,Mischief,2017,334
Mount Pleasant,Mischief,2018,351
Mount Pleasant,Mischief,2019,338
Mount Pleasant,Mischief,2020,363
Mount Pleasant,Mischief,2021,338
Mount Pleasant,Mischief,2022,329
Mount Pleasant,Mischief,2023,362
Mount Pleasant,Mischief,2024,328
Mount Pleasant,Mischief,2025,156
Mount Pleasant,Offence Against a Person,2003,200
Mount Pleasant,Offence Against a Person,2004,320
Mount Pleasant,Offence Against a Person,2005,216
Mount Pleasant,Offence Against a Person,2006,272
Mount Pleasant,Offence Against a Person,2007,210
Mount Pleasant,Offence Against a Person,2008,206
Mount Pleasant,Offence Against a Person,2009,192
Mount Pleasant,Offence Against a Person,2010,175
Mount Pleasant,Offence Against a Person,2011,183
Mount Pleasant,Offence Against a Person,2012,166
Mount Pleasant,Offence Against a Person,2013,161
Mount Pleasant,Offence Against a Person,2014,171
Mount Pleasant,Offence Against a Person,2015,155
Mount Pleasant,Offence Against a Person,2016,152
Mount Pleasant,Offence Against a Person,2017,155
Mount Pleasant,Offence Against a Person,2018,145
Mount Pleasant,Offence Against a Person,2019,162
Mount Pleasant,Offence Against a Person,2020,171
Mount Pleasant,Offence Against a Person,2021,189
Mount Pleasant,Offence Against a Person,2022,172
Mount Pleasant,Offence Against a Person,2023,173
Mount Pleasant,Offence Against a Person,2024,175
Mount Pleasant,Offence Against a Person,2025,81
Mount Pleasant,Other Theft,2003,511
Mount Pleasant,Other Theft,2004,561
Mount Pleasant,Other Theft,2005,547
Mount Pleasant,Other Theft,2006,516
Mount Pleasant,Other Theft,2007,491
Mount Pleasant,Other Theft,2008,529
Mount Pleasant,Other Theft,2009,571
Mount Pleasant,Other Theft,2010,555
Mount Pleasant,Other Theft,2011,587
Mount Pleasant,Other Theft,2012,732
Mount Pleasant,Other Theft,2013,728
Mount Pleasant,Other Theft,2014,828
Mount Pleasant,Other Theft,2015,801
Mount Pleasant,Other Theft,2016,869
Mount Pleasant,Other Theft,2017,822
Mount Pleasant,Other Theft,2018,865
Mount Pleasant,Other Theft,2019,990
Mount Pleasant,Other Theft,2020,647
Mount Pleasant,Other Theft,2021,722
Mount Pleasant,Other Theft,2022,776
Mount Pleasant,Other Theft,2023,925
Mount Pleasant,Other Theft,2024,850
Mount Pleasant,Other Theft,2025,480
Mount Pleasant,Theft from Vehicle,2003,917
Mount Pleasant,Theft from Vehicle,2004,1059
Mount Pleasant,Theft from Vehicle,2005,953
Mount Pleasant,Theft from Vehicle,2006,753
Mount Pleasant,Theft from Vehicle,2007,582
Mount Pleasant,Theft from Vehicle,2008,762
Mount Pleasant,Theft from Vehicle,2009,477
Mount Pleasant,Theft from Vehicle,2010,427
Mount Pleasant,Theft from Vehicle,2011,428
Mount Pleasant,Theft from Vehicle,2012,401
Mount Pleasant,Theft from Vehicle,2013,435
Mount Pleasant,Theft from Vehicle,2014,666
Mount Pleasant,Theft from Vehicle,2015,661
Mount Pleasant,Theft from Vehicle,2016,819
Mount Pleasant,Theft from Vehicle,2017,763
Mount Pleasant,Theft from Vehicle,2018,822
Mount Pleasant,Theft from Vehicle,2019,889
Mount Pleasant,Theft from Vehicle,2020,549
Mount Pleasant,Theft from Vehicle,2021,404
Mount Pleasant,Theft from Vehicle,2022,419
Mount Pleasant,Theft from Vehicle,2023,345
Mount Pleasant,Theft from Vehicle,2024,279
Mount Pleasant,Theft from Vehicle,2025,113
Mount Pleasant,Theft of Bicycle,2003,72
Mount Pleasant,Theft of Bicycle,2004,75
Mount Pleasant,Theft of Bicycle,2005,116
Mount Pleasant,Theft of Bicycle,2006,119
Mount Pleasant,Theft of Bicycle,2007,95
Mount Pleasant,Theft of Bicycle,2008,111
Mount Pleasant,Theft of Bicycle,2009,136
Mount Pleasant,Theft of Bicycle,2010,124
Mount Pleasant,Theft of Bicycle,2011,179
Mount Pleasant,Theft of Bicycle,2012,187
Mount Pleasant,Theft of Bicycle,2013,274
Mount Pleasant,Theft of Bicycle,2014,380
Mount Pleasant,Theft of Bicycle,2015,378
Mount Pleasant,Theft of Bicycle,2016,394
Mount Pleasant,Theft of Bicycle,2017,238
Mount Pleasant,Theft of Bicycle,2018,234
Mount Pleasant,Theft of Bicycle,2019,240
Mount Pleasant,Theft of Bicycle,2020,208
Mount Pleasant,Theft of Bicycle,2021,184
Mount Pleasant,Theft of Bicycle,2022,147
Mount Pleasant,Theft of Bicycle,2023,115
Mount Pleasant,Theft of Bicycle,2024,97
Mount Pleasant,Theft of Bicycle,2025,35
Mount Pleasant,Theft of Vehicle,2003,346
Mount Pleasant,Theft of Vehicle,2004,421
Mount Pleasant,Theft of Vehicle,2005,300
Mount Pleasant,Theft of Vehicle,2006,314
Mount Pleasant,Theft of Vehicle,2007,226
Mount Pleasant,Theft of Vehicle,2008,148
Mount Pleasant,Theft of Vehicle,2009,124
Mount Pleasant,Theft of Vehicle,2010,90
Mount Pleasant,Theft of Vehicle,2011,73
Mount Pleasant,Theft of Vehicle,2012,104
Mount Pleasant,Theft of Vehicle,2013,77
Mount Pleasant,Theft of Vehicle,2014,114
Mount Pleasant,Theft of Vehicle,2015,131
Mount Pleasant,Theft of Vehicle,2016,126
Mount Pleasant,Theft of Vehicle,2017,115
Mount Pleasant,Theft of Vehicle,2018,68
Mount Pleasant,Theft of Vehicle,2019,119
Mount Pleasant,Theft of Vehicle,2020,72
Mount Pleasant,Theft of Vehicle,2021,57
Mount Pleasant,Theft of Vehicle,2022,65
Mount Pleasant,Theft of Vehicle,2023,42
Mount Pleasant,Theft of Vehicle,2024,33
Mount Pleasant,Theft of Vehicle,2025,13
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2003,2
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2004,1
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2006,2
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2008,7
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2010,1
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2012,1
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2014,1
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2015,2
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2016,2
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2020,1
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2021,2
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2023,1
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Fatality),2025,1
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2003,18
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2004,16
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2005,15
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2006,7
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2007,13
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2008,12
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2009,15
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2010,14
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2011,13
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2012,28
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2013,25
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2014,121
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2015,121
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2016,121
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2017,105
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2018,98
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2019,71
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2020,63
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2021,85
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2022,80
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2023,76
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2024,80
Mount Pleasant,Vehicle Collision or Pedestrian Struck (with Injury),2025,47
Oakridge,Break and Enter Commercial,2003,37
Oakridge,Break and Enter Commercial,2004,31
Oakridge,Break and Enter Commercial,2005,29
Oakridge,Break and Enter Commercial,2006,19
Oakridge,Break and Enter Commercial,2007,19
Oakridge,Break and Enter Commercial,2008,16
Oakridge,Break and Enter Commercial,2009,24
Oakridge,Break and Enter Commercial,2010,19
Oakridge,Break and Enter Commercial,2011,21
Oakridge,Break and Enter Commercial,2012,18
Oakridge,Break and Enter Commercial,2013,13
Oakridge,Break and Enter Commercial,2014,27
Oakridge,Break and Enter Commercial,2015,19
Oakridge,Break and Enter Commercial,2016,26
Oakridge,Break and Enter Commercial,2017,20
Oakridge,Break and Enter Commercial,2018,19
Oakridge,Break and Enter Commercial,2019,44
Oakridge,Break and Enter Commercial,2020,20
Oakridge,Break and Enter Commercial,2021,32
Oakridge,Break and Enter Commercial,2022,16
Oakridge,Break and Enter Commercial,2023,22
Oakridge,Break and Enter Commercial,2024,21
Oakridge,Break and Enter Commercial,2025,6
Oakridge,Break and Enter Residential/Other,2003,153
Oakridge,Break and Enter Residential/Other,2004,185
Oakridge,Break and Enter Residential/Other,2005,149
Oakridge,Break and Enter Residential/Other,2006,191
Oakridge,Break and Enter Residential/Other,2007,133
Oakridge,Break and Enter Residential/Other,2008,130
Oakridge,Break and Enter Residential/Other,2009,122
Oakridge,Break and Enter Residential/Other,2010,152
Oakridge,Break and Enter Residential/Other,2011,144
Oakridge,Break and Enter Residential/Other,2012,137
Oakridge,Break and Enter Residential/Other,2013,110
Oakridge,Break and Enter Residential/Other,2014,133
Oakridge,Break and Enter Residential/Other,2015,138
Oakridge,Break and Enter Residential/Other,2016,135
Oakridge,Break and Enter Residential/Other,2017,151
Oakridge,Break and Enter Residential/Other,2018,123
Oakridge,Break and Enter Residential/Other,2019,107
Oakridge,Break and Enter Residential/Other,2020,72
Oakridge,Break and Enter Residential/Other,2021,44
Oakridge,Break and Enter Residential/Other,2022,59
Oakridge,Break and Enter Residential/Other,2023,30
Oakridge,Break and Enter Residential/Other,2024,46
Oakridge,Break and Enter Residential/Other,2025,24
Oakridge,Homicide,2005,1
Oakridge,Homicide,2008,1
Oakridge,Mischief,2003,75
Oakridge,Mischief,2004,87
Oakridge,Mischief,2005,69
Oakridge,Mischief,2006,76
Oakridge,Mischief,2007,60
Oakridge,Mischief,2008,63
Oakridge,Mischief,2009,68
Oakridge,Mischief,2010,55
Oakridge,Mischief,2011,51
Oakridge,Mischief,2012,52
Oakridge,Mischief,2013,48
Oakridge,Mischief,2014,54
Oakridge,Mischief,2015,51
Oakridge,Mischief,2016,58
Oakridge,Mischief,2017,57
Oakridge,Mischief,2018,63
Oakridge,Mischief,2019,65
Oakridge,Mischief,2020,52
Oakridge,Mischief,2021,45
Oakridge,Mischief,2022,51
Oakridge,Mischief,2023,49
Oakridge,Mischief,2024,38
Oakridge,Mischief,2025,19
Oakridge,Offence Against a Person,2003,44
Oakridge,Offence Against a Person,2004,36
Oakridge,Offence Against a Person,2005,38
Oakridge,Offence Against a Person,2006,22
Oakridge,Offence Against a Person,2007,42
Oakridge,Offence Against a Person,2008,44
Oakridge,Offence Against a Person,2009,33
Oakridge,Offence Against a Person,2010,36
Oakridge,Offence Against a Person,2011,42
Oakridge,Offence Against a Person,2012,42
Oakridge,Offence Against a Person,2013,36
Oakridge,Offence Against a Person,2014,28
Oakridge,Offence Against a Person,2015,28
Oakridge,Offence Against a Person,2016,33
Oakridge,Offence Against a Person,2017,23
Oakridge,Offence Against a Person,2018,30
Oakridge,Offence Against a Person,2019,20
Oakridge,Offence Against a Person,2020,33
Oakridge,Offence Against a Person,2021,24
Oakridge,Offence Against a Person,2022,37
Oakridge,Offence Against a Person,2023,24
Oakridge,Offence Against a Person,2024,27
Oakridge,Offence Against a Person,2025,15
Oakridge,Other Theft,2003,206
Oakridge,Other Theft,2004,177
Oakridge,Other Theft,2005,162
Oakridge,Other Theft,2006,137
Oakridge,Other Theft,2007,120
Oakridge,Other Theft,2008,160
Oakridge,Other Theft,2009,170
Oakridge,Other Theft,2010,230
Oakridge,Other Theft,2011,239
Oakridge,Other Theft,2012,249
Oakridge,Other Theft,2013,218
Oakridge,Other Theft,2014,178
Oakridge,Other Theft,2015,175
Oakridge,Other Theft,2016,207
Oakridge,Other Theft,2017,174
Oakridge,Other Theft,2018,154
Oakridge,Other Theft,2019,189
Oakridge,Other Theft,2020,99
Oakridge,Other Theft,2021,58
Oakridge,Other Theft,2022,75
Oakridge,Other Theft,2023,76
Oakridge,Other Theft,2024,85
Oakridge,Other Theft,2025,65
Oakridge,Theft from Vehicle,2003,166
Oakridge,Theft from Vehicle,2004,227
Oakridge,Theft from Vehicle,2005,267
Oakridge,Theft from Vehicle,2006,195
Oakridge,Theft from Vehicle,2007,113
Oakridge,Theft from Vehicle,2008,112
Oakridge,Theft from Vehicle,2009,113
Oakridge,Theft from Vehicle,2010,149
Oakridge,Theft from Vehicle,2011,123
Oakridge,Theft from Vehicle,2012,160
Oakridge,Theft from Vehicle,2013,119
Oakridge,Theft from Vehicle,2014,162
Oakridge,Theft from Vehicle,2015,160
Oakridge,Theft from Vehicle,2016,151
Oakridge,Theft from Vehicle,2017,142
Oakridge,Theft from Vehicle,2018,164
Oakridge,Theft from Vehicle,2019,177
Oakridge,Theft from Vehicle,2020,105
Oakridge,Theft from Vehicle,2021,98
Oakridge,Theft from Vehicle,2022,84
Oakridge,Theft from Vehicle,2023,90
Oakridge,Theft from Vehicle,2024,58
Oakridge,Theft from Vehicle,2025,23
Oakridge,Theft of Bicycle,2003,8
Oakridge,Theft of Bicycle,2004,6
Oakridge,Theft of Bicycle,2005,3
Oakridge,Theft of Bicycle,2006,4
Oakridge,Theft of Bicycle,2007,7
Oakridge,Theft of Bicycle,2008,6
Oakridge,Theft of Bicycle,2009,8
Oakridge,Theft of Bicycle,2010,19
Oakridge,Theft of Bicycle,2011,15
Oakridge,Theft of Bicycle,2012,17
Oakridge,Theft of Bicycle,2013,11
Oakridge,Theft of Bicycle,2014,12
