Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,Driving_Distance_m
223,3804 W 22ND AVENUE,5/5/2020,2470000,4,2450,1926,94,4026.0,49.25264319999999,-123.1882932,7666.841286450013
224,716 CASSIAR STREET,1/14/2020,1010000,9,2032,1933,87,4026.0,49.2779414,-123.0305759,6487.455362067242
225,3385 ANZIO DRIVE,5/6/2020,1865000,13,3231,2004,16,4950.0,49.2525543,-123.0315441,8470.268519385938
226,1767 W 61ST AVENUE,6/26/2019,2830000,12,3894,1992,27,6500.0,49.216224,-123.1472348,8708.823212111372
227,5968 KNIGHT STREET,3/18/2020,1199000,5,2666,1965,55,5063.0,49.23013659999999,-123.0768633,7254.939975828652
228,3693 DUNDAS STREET,11/12/2019,1710000,132,2457,1927,93,3818.6,49.2850037,-123.0238182,7251.974817550437
229,2147 E PENDER STREET,2/18/2020,1851000,6,2580,1912,108,3019.5,49.2804691,-123.0605997,4325.803204931141
230,1582 W 68TH AVENUE,9/3/2019,2012000,27,2361,1992,27,3828.0,49.2103416,-123.1431603,9126.021594931055
231,601 W 22ND AVENUE,6/18/2019,2700000,52,2195,1911,108,4350.52,49.2517675,-123.1185364,3745.7952789771493
232,4615 W 15TH AVENUE,6/17/2019,2248000,26,2468,1987,32,4026.0,49.2595825,-123.2128177,8808.840095402309
233,4228 W 10TH AVENUE,2/5/2020,1885000,8,2317,1927,93,4026.0,49.2634844,-123.2008906,7439.843622689295
234,6276 BROOKS STREET,7/24/2019,1950000,44,3900,1991,28,5245.0,49.2267946,-123.0347872,9480.274114984464
235,3055 WATERLOO STREET,6/17/2019,1999999,4,2065,1947,72,3696.0,49.2592693,-123.1804881,6472.88010256298
236,5622 CULLODEN STREET,3/17/2020,1450000,49,1668,1948,72,5384.0,49.2334846,-123.0780658,7022.846951479737
237,2327 COLLINGWOOD STREET,1/31/2020,1900000,19,2644,1912,108,2400.0,49.26554540000001,-123.1821429,5940.681082014361
238,3140 WATERLOO STREET,4/15/2020,2650000,23,2958,2004,16,3696.0,49.2585335,-123.1796848,6472.88010256298
239,14 W 14TH AVENUE,8/26/2019,1445000,73,2425,1910,109,3267.0,49.2582536,-123.1053294,3443.6623318004163
240,1929 W 45TH AVENUE,3/13/2019,2880000,213,3749,1927,92,6725.0,49.2309778,-123.1502402,7100.225451219888
241,3399 PRICE STREET,6/19/2019,2070000,5,3573,2018,1,4160.0,49.2431429,-123.0314494,8783.26627765167
242,3390 E 49TH AVENUE,10/15/2018,1275000,305,2990,1958,61,5200.8,49.22451969999999,-123.032716,9822.227138491558
243,290 NIGEL AVENUE,2/10/2020,2556000,16,3000,1990,30,4980.0,49.2457453,-123.11109,4566.661610980294
244,3692 TURNER STREET,9/12/2019,1450000,91,2229,2004,15,4048.0,49.2788859,-123.0239077,7071.898281963813
245,3120 ST. CATHERINES STREET,6/18/2019,1856500,8,3100,1925,94,4275.4,49.2568288,-123.0852802,4206.598751919468
246,3079 W 6TH AVENUE,9/4/2019,2350000,6,2417,1929,90,3599.64,49.2669268,-123.1733992,5184.178088301022
247,2645 E 7TH AVENUE,2/19/2020,1302000,0,834,1928,92,4026.0,49.26408559999999,-123.0510123,5833.525836771439
248,3562 W 5TH AVENUE,10/21/2019,2200000,52,2663,1912,107,3300.0,49.267492,-123.1832214,5802.671225990508
249,6950 INVERNESS STREET,9/20/2019,2250000,23,3550,2018,1,4026.0,49.2211266,-123.0798688,8325.070820034438
250,1637 W 62ND AVENUE,2/26/2020,2430000,20,3313,1927,93,6500.0,49.2152471,-123.1445844,8636.822539929974
251,2047 E 25TH AVENUE,11/28/2019,1298000,15,1925,1955,65,3778.5,49.24872509999999,-123.063888,6138.398837097874
252,2995 W 14TH AVENUE,10/2/2019,2383325,2,2121,1928,92,4831.2,49.2598369,-123.1719979,5806.469394530279
253,4499 NANAIMO STREET,10/9/2019,1415000,105,2410,1992,28,4026.0,49.2449458,-123.0570667,6843.6631015297235
254,2421 EDDINGTON DRIVE,7/8/2019,2860000,119,4263,1990,29,7222.0,49.2453017,-123.1615722,6235.59234800086
255,922 E 51ST AVENUE,5/10/2019,1870000,139,3078,1997,22,5124.0,49.2233062,-123.086441,7930.752702684609
256,3330 W 23RD AVENUE,7/9/2019,2318888,63,2200,1991,28,4026.0,49.2517321,-123.1793727,7080.384976458111
257,6770 SHERBROOKE STREET,2/25/2020,2190476,12,3559,2019,1,3936.0,49.2227,-123.08115,8089.220615556052
258,3256 GRANT STREET,3/8/2020,1550000,2,2386,1964,56,4158.0,49.27111350000001,-123.0352524,6453.4897405309885
259,4752 VICTORIA DRIVE,9/16/2019,1264300,161,1600,1929,91,3136.0,49.242163,-123.065019,6456.957742204031
260,941 E 64TH AVENUE,8/21/2019,1808000,114,2876,2013,7,4113.18,49.21221629999999,-123.0864857,9192.038626290449
261,958 E 38TH AVENUE,10/18/2019,2556000,7,3456,2019,0,4026.0,49.2353979,-123.0855423,6459.1301290616275
262,2079 W 46TH AVENUE,10/1/2019,2378000,67,2731,1924,95,6750.0,49.2300895,-123.154353,7575.710584330879
263,6172 PRINCE ALBERT STREET,11/29/2019,1365000,0,1733,1953,66,4026.0,49.2284808,-123.0876513,7109.105789311942
264,3035 CHARLES STREET,9/30/2019,1260000,7,1918,1981,38,3268.6,49.2735507,-123.0407794,5972.681973521003
265,4183 ST. GEORGE STREET,8/6/2019,1310000,39,1927,1912,107,3600.0,49.2476564,-123.0944421,4781.27523629459
266,7188 STIRLING STREET,3/4/2020,2274200,27,3529,2010,10,5040.0,49.2188866,-123.0603848,9272.650868592988
267,2760 WATERLOO STREET,2/29/2020,2830000,10,2625,2007,13,3267.0,49.2618727,-123.1795705,6180.778611448989
268,4430 W 7TH AVENUE,2/17/2020,2348500,57,2582,1938,82,3715.8,49.2661795,-123.2070048,7636.60614952537
269,1661 E 35TH AVENUE,2/28/2019,1100000,112,2212,1950,69,3630.0,49.2386879,-123.071947,6693.999089374231
270,4538 SOPHIA STREET,2/24/2020,1629000,16,2481,1910,110,3603.6,49.2439662,-123.0983919,4997.907608523193
271,2733 FRASER STREET,10/15/2019,1720000,21,2808,1913,106,2646.0,49.2601034,-123.0894188,3769.4647304124187
272,3478 W 36TH AVENUE,9/9/2019,2800000,0,2823,1926,93,6512.0,49.2392765,-123.1815128,8398.01908098239
273,62 W 63RD AVENUE,2/12/2020,1990000,2,2353,1988,32,3957.0,49.21315269999999,-123.1078167,8371.694561167347
274,3577 PRICE STREET,1/22/2020,1190000,123,1672,1956,64,4570.5,49.2411194,-123.0263697,9285.611836312686
275,2375 E 37TH AVENUE,4/10/2019,1290000,76,2520,1955,64,3916.0,49.2375628,-123.057415,7233.5796704297145
276,304 E 37TH AVENUE,3/30/2020,1650000,30,2034,1931,89,3936.4,49.2369981,-123.099159,5832.870448060469
277,1404 W 64TH AVENUE,7/2/2019,1520000,22,1980,1951,68,3799.0,49.2128799,-123.1379269,8740.893381559628
278,3320 E 29TH AVENUE,5/7/2019,1368888,80,2005,2002,17,3731.0,49.2442834,-123.0328818,8487.978007180302
279,1819 E 6TH AVENUE,11/4/2019,1325000,10,1058,1945,74,2500.0,49.2652532,-123.0673487,4732.311284358818
280,1666 SW MARINE DRIVE,8/14/2019,2300000,39,5615,1949,70,11700.0,49.2082316,-123.1457579,9449.888129818337
281,2521 NAPIER STREET,9/16/2019,983000,9,1480,1930,89,3564.0,49.27517839999999,-123.0540681,4730.060853579899
282,1225 EAST 35TH AVENUE,8/16/2019,1200000,4,1974,1978,41,3214.53,49.238327,-123.0799155,6284.085859388937
283,4778 FLEMING STREET,10/5/2019,1400000,13,2564,1986,33,4042.5,49.2419391,-123.0718332,6273.05372346275
284,6350 ALMA STREET,2/20/2019,2010000,143,2838,1971,48,6825.0,49.2289887,-123.1867146,9764.888582586076
285,3138 E 16TH AVENUE,5/1/2019,1430000,108,2548,1966,53,4811.45,49.2553992,-123.0381065,7541.2672924010685
286,3573 TANNER STREET,7/2/2019,1088000,4,1674,1930,89,3960.0,49.2431688,-123.0285656,9055.14288914701
287,1718 LAKEWOOD DRIVE,5/9/2019,1650000,48,2682,1968,51,4026.0,49.2688755,-123.0617197,4612.038769321251
288,837 KEEFER STREET,7/15/2019,2051000,8,2915,1901,118,3050.0,49.2794359,-123.0863191,2297.3849227719024
289,4023 W 15TH AVENUE,4/24/2019,2300000,108,1930,1928,91,4023.36,49.2592964,-123.1948546,7491.994859117437
290,3468 NORMANDY DRIVE,9/8/2019,1437000,15,2840,1977,42,4510.0,49.2522969,-123.0289472,8470.268519385938
291,4335 JOHN STREET,4/16/2020,1790000,23,1660,1910,110,3678.0,49.2462765,-123.0977033,4841.45730774335
292,2817 W 29TH AVENUE,9/3/2019,2430000,12,2587,1988,31,4296.0,49.24630579999999,-123.1686385,6647.323488401295
293,2986 E 42ND AVENUE,1/17/2020,2200000,9,3211,2008,12,4880.0,49.2318126,-123.0435581,8414.64366105946
294,3494 W 22ND AVENUE,1/22/2020,2241000,7,2421,1970,50,4026.0,49.2526342,-123.1815142,7218.063197140742
295,2539 E GEORGIA STREET,10/15/2019,1155000,18,1484,1913,106,3547.5,49.2784577,-123.0534812,4744.926620174732
296,225 E 57 AVENUE,9/10/2019,1560000,94,3098,1960,59,4322.0,49.21865769999999,-123.1010738,7752.490773355144
297,4206 BEATRICE STREET,10/10/2019,1538100,10,3075,1920,99,3996.0,49.2472717,-123.0661043,6105.057393196802
298,1765-1767 E 15TH AVENUE,4/8/2019,1350000,78,2525,1911,108,4026.0,49.2570492,-123.0682544,5613.902219550444
299,531 E 18TH AVENUE,5/5/2020,1449000,3,2349,1959,61,4026.0,49.2548915,-123.0930869,3997.6121213703414
300,2676 E 4TH AVENUE,3/18/2020,1400000,15,1953,1942,78,4026.0,49.2664488,-123.0503037,5714.515434286209
301,425 E 63RD AVENUE,11/21/2019,1440000,16,2198,1961,58,5034.0,49.213626,-123.0971495,8588.32228390318
302,6720 INVERNESS STREET,7/15/2019,1210000,6,1880,1956,63,4092.0,49.22322519999999,-123.079835,8002.75479626948
303,2031 COLLINGWOOD STREET,10/25/2019,2025000,6,3185,1912,107,3600.0,49.2680894,-123.1820241,5662.8074685072115
304,8221 CARTIER STREET,5/6/2020,1713000,6,1831,1927,93,4026.0,49.21142889999999,-123.1380928,8992.48531007591
305,4544 W 13TH AVENUE,5/12/2020,2350000,7,2694,1930,90,4026.0,49.2608895,-123.2105354,8385.960785247971
306,3296 E 6TH AVENUE,10/18/2019,1390000,13,2600,1983,36,4026.0,49.264591,-123.0342132,7067.9270276394445
307,8078 HAIG STREET,9/17/2019,2300000,2,3206,2019,0,3846.0,49.2124394,-123.1367798,8793.10748767891
308,2525 W 8TH AVENUE,2/28/2020,2800000,10,2658,1922,98,6000.0,49.2651519,-123.1630696,4531.753705725194
309,3537 DUNDAS STREET,9/30/2019,1125000,22,1974,1952,67,4026.0,49.28502049999999,-123.027382,6917.605299602315
310,7061 CYPRESS STREET,5/29/2019,3000000,24,3602,1928,91,8580.0,49.2212784,-123.1500297,8098.160468604749
311,2148 GRAVELEY STREET,7/12/2019,2170000,7,2549,1911,108,4026.0,49.27024,-123.0607216,4749.000223048414
312,3116 W 3RD AVENUE,8/22/2019,2300000,7,3228,1937,82,3951.75,49.2691257,-123.174304,5098.399259631222
313,2782 E 48TH AVENUE,11/19/2019,1780000,48,3300,1955,65,6545.0,49.2256637,-123.0488712,9013.656170169677
314,5507 CHAMBERS STREET,3/9/2020,1880000,7,2878,2007,13,4998.0,49.2347731,-123.0533211,7830.922798589311
315,1665 LILLOOET STREET,1/21/2019,815000,134,400,1968,51,3842.0,49.2697954,-123.039206,6195.932563647018
316,7749 MUNROE CRESCENT,4/27/2020,1580000,3,2895,1973,47,6325.0,49.2148162,-123.0392544,10691.858291273451
317,2331 E 6TH AVENUE,8/19/2019,1899000,6,2433,1924,95,4026.0,49.2652134,-123.0575976,5290.036798841054
318,3164 E 46TH AVENUE,9/30/2019,1130000,15,1709,1962,57,3366.0,49.2282543,-123.0390348,8997.226501669102
319,1943 NAPIER STREET,12/4/2019,2200000,5,3100,1909,110,4026.0,49.27503300000001,-123.0646371,4025.0955785789743
320,948 W 22ND AVENUE,7/10/2019,2118000,90,2494,1939,80,4026.0,49.2515091,-123.1259844,4115.27068940499
321,3150 GRANT STREET,12/10/2019,1495000,28,1626,1946,74,5080.0,49.2711231,-123.0376941,6269.373242849012
322,2748 DUNDAS STREET,3/3/2020,1608000,6,2763,1926,94,5856.0,49.28458999999999,-123.0482662,5041.515710150567
323,4703 COMMERCIAL STREET,4/15/2020,1333000,7,2130,1963,57,4092.0,49.2428825,-123.0682845,6255.560396986833
324,2712 WAVERLEY AVENUE,10/15/2019,1590000,3,2571,1962,57,4867.8,49.226583,-123.0513763,8628.03350742019
325,2128 W 21ST AVENUE,4/27/2020,2760000,0,1616,1930,90,6100.0,49.2533007,-123.1541761,5097.889242287568
326,3815 W 31ST AVENUE,10/17/2019,2160000,5,2911,1935,84,4293.31,49.2445211,-123.1886346,8321.89555224916
327,125 E 53RD AVENUE,8/22/2019,2388000,8,3493,1991,28,5856.0,49.2222186,-123.1031459,7427.368618745111
328,3025 WATERLOO STREET,4/14/2020,2250000,10,2259,1990,30,3696.0,49.2594474,-123.1804422,6373.707173754749
329,5149 FAIRMONT STREET,12/6/2019,1335000,58,1845,1999,21,3267.0,49.23814410000001,-123.0456711,7940.186533547382
330,82 E 45TH AVENUE,8/6/2019,1880000,8,2460,1957,62,4032.0,49.22920269999999,-123.1041918,6604.159469420123
331,3333 VENABLES STREET,4/6/2020,1357000,25,1993,1999,21,3547.5,49.27684319999999,-123.0325041,6254.890421650423
332,189 W 46TH AVENUE,4/8/2019,2060000,58,3078,1986,33,5160.0,49.2288763,-123.1104695,6492.413249498899
333,369 E 34TH AVENUE,2/14/2020,1319000,10,1809,1910,110,3481.5,49.2398226,-123.0981681,5494.325340559339
334,1222 E 61ST AVENUE,7/15/2019,1526000,20,2142,2003,16,3762.0,49.21445629999999,-123.0814538,9205.55245530523
335,265 E 36TH AVENUE,4/9/2019,1340000,93,2154,1961,58,3902.0,49.2383884,-123.1000481,5660.993075979879
336,495 E 61ST AVENUE,2/17/2020,1175000,9,1754,1954,66,3536.57,49.2150867,-123.0944295,8695.450665138238
337,3875 LILLOOET STREET,5/31/2019,1150000,39,1864,1946,73,4120.5,49.24995999999999,-123.0394587,8112.60035206299
338,125 E 22ND AVENUE,2/18/2020,2000000,6,2179,1905,115,3904.0,49.2511273,-123.1023423,4263.367030360799
339,7642 OSLER STREET,4/22/2020,1661000,5,1678,1945,75,4356.0,49.2160209,-123.1310335,8249.500606953423
340,4331 MILLER STREET,6/18/2019,999999,165,1445,1925,94,2788.0,49.2462707,-123.0692942,5725.9063484377175
341,3536 WORTHINGTON DRIVE,2/10/2020,2420000,24,3856,2019,1,4513.0,49.2523462,-123.0271697,8740.587998005898
342,3962 W 30TH AVENUE,9/19/2019,2898000,6,734,1929,90,6500.0,49.2450342,-123.1926378,8617.669763518397
343,3454 E 4TH AVENUE,8/20/2019,2060000,5,2908,2018,1,4094.64,49.2664163,-123.0297023,7245.5096647829605
344,2496 E 3RD AVENUE,10/17/2019,1850000,5,2466,2003,16,4026.0,49.2674045,-123.0549411,5237.960046636133
345,92 MALTA PLACE,2/8/2019,1300000,118,1680,1948,71,10287.0,49.2544177,-123.0257592,8641.990675727371
346,557 E 56TH AVENUE,7/3/2019,1175000,25,2944,1912,107,3564.0,49.2193925,-123.0937117,7948.225525063159
347,165 E 55TH AVENUE,8/13/2018,1370000,338,1950,1952,67,3882.88,49.2204087,-123.1026967,7563.557216805221
348,3276 E 2ND AVENUE,10/18/2019,1308000,20,1585,1951,68,4960.4,49.2682762,-123.0345693,6656.787882441129
349,2380 E 5TH AVENUE,5/11/2020,1520000,8,2404,1921,99,4026.0,49.2656786,-123.0570318,5310.28773083212
350,2720 W 6TH AVENUE,5/6/2019,2350000,36,2881,1914,105,2990.36,49.2664819,-123.1670494,4641.448332601064
351,273 E 58TH AVENUE,7/12/2019,1860000,34,2970,2016,3,3692.7,49.2177982,-123.1001955,7846.065353197601
352,6710 BROOKS STREET,5/21/2019,1570000,35,2732,1983,36,4617.54,49.2221291,-123.0349318,9931.345676316889
353,3517 ADANAC STREET,11/18/2019,1380000,82,2109,1988,32,3573.9,49.2777064,-123.0278194,6573.049781935579
354,1170 E 63RD AVENUE,2/21/2020,1455000,12,2426,1966,54,5583.0,49.212651,-123.082388,9274.732013942517
355,401 E 55TH AVENUE,3/26/2019,1750000,85,2537,2012,7,3696.0,49.2202028,-123.0974203,7864.581233414365
356,3472 TRIUMPH STREET,1/14/2019,1350000,150,2021,1928,91,5856.0,49.2836664,-123.0290631,6832.3348130763225
357,4583 W 14TH AVENUE,2/21/2020,2068000,0,1508,1928,92,4096.0,49.26045370000001,-123.2116735,8707.879767412875
358,2866 WATERLOO STREET,11/6/2019,1850000,12,1944,1928,91,4022.9,49.2609679,-123.179588,6275.269399752128
359,6267 DUNBAR STREET,4/16/2019,1970000,158,1680,1962,57,6830.0,49.2296762,-123.1858644,9764.888582586076
360,2159 E 13TH AVENUE,3/18/2020,1550000,27,2280,1958,62,4875.0,49.2588119,-123.0609454,5762.772173327588
361,1410 E 12TH AVENUE,2/18/2020,1161900,60,2508,1911,109,4026.0,49.2593779,-123.0754291,4791.041504199288
362,2236 E 34TH AVENUE,1/2/2020,1600000,5,2621,1982,38,4026.0,49.23868299999999,-123.0607292,6969.457317950194
363,2108 E 54TH AVENUE,7/23/2019,1400000,20,2715,1976,43,4493.7,49.2200725,-123.0642064,8917.4100246443
364,1369 E 37TH AVENUE,11/25/2019,2088000,8,2588,2012,7,3630.0,49.2370972,-123.0776665,6567.933875689261
365,3262 ONTARIO STREET,12/1/2019,2505000,101,3146,1912,108,2813.58,49.2561116,-123.1046932,3864.164425861802
366,2950 W 15TH AVENUE,2/27/2020,2380000,22,2421,1990,30,4026.0,49.2584998,-123.1715282,5905.665592508697
367,3125 CHARLES STREET,11/12/2019,1250000,8,1670,1950,69,3630.0,49.2735344,-123.0383103,6062.629021603303
368,2843 E 5TH AVENUE,7/22/2019,1099000,24,1500,1950,69,4092.0,49.26595409999999,-123.0459788,6002.117306916451
369,7425 LABURNUM STREET,4/26/2019,2250000,115,2100,1953,66,6000.0,49.2178669,-123.15148,8721.598704306138
370,4081 WELWYN STREET,10/20/2019,1440000,38,2400,1989,30,4224.0,49.2486974,-123.0702815,5507.264416335555
371,5969 LANCASTER STREET,12/8/2019,1418000,77,2341,1981,39,4026.0,49.2297857,-123.0421524,8769.68676272699
372,342 W 20TH AVENUE,2/19/2020,2450000,6,2387,1938,82,3795.0,49.2526674,-123.111777,3564.4252662383205
373,3005 E 3RD AVENUE,2/10/2020,1970000,10,3808,1989,31,6640.2,49.26782799999999,-123.0413082,6190.357723227612
374,3668 W 3RD AVENUE,4/22/2019,2980000,85,3435,1911,108,3960.0,49.26922820000001,-123.1851003,5960.101234910298
375,1025 E 50TH AVENUE,2/13/2020,1728888,14,2288,2003,17,4290.0,49.2246739,-123.0846798,7823.8387625320365
376,790 W 59TH AVENUE,11/27/2019,1950000,3,2634,1993,26,4290.0,49.2167894,-123.1230852,7986.273869298847
377,5094 ROSS STREET,3/2/2020,1190000,8,880,1946,74,3234.0,49.2383208,-123.0821098,6287.690021374027
378,2654 E 3RD AVENUE,6/19/2019,1433800,64,1899,1948,71,5696.0,49.26741519999999,-123.0507566,5614.497966915052
379,3260 GRAVELEY STREET,5/19/2020,1048000,1,1500,1941,79,3846.0,49.2702092,-123.0349967,6700.0248863129455
380,442 E 50TH AVENUE,8/27/2019,1570000,1,3389,1976,43,5536.96,49.2244049,-123.0960875,7191.492265685554
381,5163 SOMERVILLE STREET,10/8/2019,1370000,29,2363,1971,48,3300.0,49.2379432,-123.0860754,6087.518809094644
382,7480 MAIN STREET,7/29/2019,1524900,17,2070,2000,19,3465.0,49.2169764,-123.1015977,7942.245807965962
383,2090 E 5TH AVENUE,5/20/2020,1632000,5,1560,1946,74,4026.0,49.26571939999999,-123.0622224,4910.492679969365
384,1931 GARDEN DRIVE,1/27/2020,1512000,7,1814,1964,56,3000.0,49.2672044,-123.0584296,5091.925680858625
385,7491 LABURNUM STREET,8/1/2019,2400000,20,2568,1953,66,6389.0,49.2173179,-123.1515123,8720.999225674495
386,3757 W 29TH AVENUE,6/28/2019,2480000,116,3511,1950,69,6450.0,49.2464327,-123.1876671,8120.302090838907
387,460 E KING EDWARD AVENUE,6/10/2019,1325000,47,1792,1996,23,3200.0,49.2485084,-123.095127,4572.95190777229
388,3941 W 24TH AVENUE,3/10/2020,2330000,21,2226,1921,99,4026.0,49.25131289999999,-123.1920336,8039.545240646735
389,3218 E 62ND AVENUE,6/19/2019,1550000,33,3479,1973,46,7000.0,49.2132711,-123.0364068,10834.438799040825
390,2796 E 16TH AVENUE,2/12/2020,1381000,82,1565,1939,81,5478.48,49.25514,-123.04733,6974.397803474179
391,3674 ETON STREET,8/13/2019,2199000,10,3262,2014,5,4025.0,49.2873758,-123.0240206,7584.769144274067
392,6850 LAUREL STREET,6/11/2019,2880000,68,3475,1957,62,8265.0,49.2232347,-123.1248716,7352.086548516415
393,5407 DUMFRIES STREET,2/25/2020,1680000,47,2790,1956,64,4880.0,49.2355473,-123.0745586,6953.136437623168
394,3375 EUCLID AVE AVENUE,5/7/2020,1180000,12,2275,1986,34,3630.0,49.2372351,-123.0349415,8747.30911864881
395,2939 TURNER STREET,2/24/2020,1320000,7,2497,1929,91,4356.0,49.2792873,-123.0429818,5587.9270964163925
396,8056 HAIG STREET,6/2/2018,1480000,540,1633,1948,71,3861.0,49.21258270000001,-123.1366537,8793.10748767891
397,2488 HARRISON DRIVE,12/16/2019,2050000,23,3285,1988,32,5400.0,49.2116576,-123.0562806,10193.901399220831
398,2116 W 46TH AVENUE,2/3/2020,2118000,11,2383,1989,31,3910.5,49.2296874,-123.1565672,7534.268320843628
399,1875 E 39TH AVENUE,9/18/2019,1195000,2,1677,1949,70,3370.0,49.23471809999999,-123.0676236,7152.9985487927115
400,3336 W 37TH AVENUE,2/4/2019,2368000,150,2807,1922,97,5475.0,49.2383301,-123.1794295,8268.54253912391
401,2311 CYPRESS STREET,5/15/2020,2560000,6,2338,2007,13,2000.0,49.2652391,-123.1483663,3418.971604503703
402,473 E 55TH AVENUE,11/1/2019,1475000,23,2346,1930,89,4026.0,49.2202389,-123.0951259,7991.099654247078
403,5514 CULLODEN STREET,3/23/2020,2040000,8,3571,2014,6,4026.0,49.2345833,-123.0780408,6797.3348990905115
404,3586 BELLA-VISTA STREET,10/23/2019,1718000,6,3271,1910,110,4080.0,49.2526656,-123.0702681,5518.041813030744
405,3598 DUNDAS STREET,5/6/2019,1500000,38,2325,1937,82,4026.0,49.2845703,-123.0259965,7099.4618038521485
406,6181 SHERBROOKE STREET,8/19/2019,1552888,6,2709,1970,49,5700.0,49.2280927,-123.0817135,7319.5788532574115
407,653 W 18TH AVENUE,1/17/2020,2200000,7,2400,1987,33,4026.0,49.2554325,-123.1192731,3422.079041437293
408,3562 E GEORGIA STREET,8/19/2019,1148000,63,1613,1909,110,3597.0,49.2780919,-123.0268631,6853.858245314966
409,6589 KILLARNEY STREET,6/6/2019,1588000,9,3066,1986,33,6325.5,49.2238403,-123.0461816,9458.787036795668
410,2495 E 34TH AVENUE,10/8/2019,1558800,47,1991,2011,8,3640.0,49.2390491,-123.0547554,7238.590553932637
411,2880 E 22ND AVENUE,3/5/2020,1268000,5,2423,1961,59,3960.0,49.2503598,-123.0450518,7643.06459861143
412,773 E 59TH AVENUE,6/4/2019,1385000,144,2400,1993,26,3974.0,49.2167355,-123.0886945,8534.913263589939
413,2243 RENFREW STREET,12/2/2019,1364000,125,2650,1940,80,4026.0,49.2643851,-123.0446941,6305.30170021035
414,186 W 22ND AVENUE,2/20/2020,2830000,4,2812,1978,42,4900.5,49.2507973,-123.1094493,3952.174243131366
415,1559 E 41 AVENUE,5/28/2019,965000,54,1600,1949,70,3300.0,49.23293959999999,-123.0735187,7265.18520955455
416,2283 E 38TH AVENUE,9/5/2019,1731000,3,3715,1985,34,6230.0,49.2361808,-123.0596596,7324.082874740902
417,2754 E 27TH AVENUE,8/12/2019,1650000,8,2693,2012,7,3696.0,49.2461186,-123.0482984,7768.055867237106
418,4334 ST. CATHERINES STREET,10/15/2019,1650000,8,2653,1988,31,4379.2,49.2462136,-123.0855347,5132.695341925962
419,3154 E 4TH AVENUE,7/30/2019,1372000,13,2493,1980,39,4154.0,49.266405,-123.0376965,6656.87339939435
420,3075 W 5TH AVENUE,5/22/2019,2420000,100,3227,1926,93,3630.0,49.2677854,-123.1733954,5092.5103331995715
421,6612 KILLARNEY STREET,9/9/2019,1850000,1,2479,1957,62,7052.0,49.2237454,-123.0454662,9458.787036795668
422,2208 E 42ND AVENUE,7/4/2019,1320000,103,1746,1993,26,3024.84,49.231846,-123.0617805,7747.744877785936
423,3611 OXFORD STREET,10/11/2019,1590000,4,2802,1980,39,4519.2,49.2859144,-123.0253133,7200.183752718282
424,2965 E 6TH AVENUE,11/12/2019,1668000,15,2475,2001,18,4026.0,49.2649681,-123.0425996,6503.772862770319
425,2142 E 49TH AVENUE,11/12/2019,1480000,6,2636,1976,43,4521.0,49.2248926,-123.0637228,8521.689326374179
426,1279 E 53 AVENUE,5/24/2019,1150000,22,1907,1962,57,3696.0,49.2220609,-123.08054,8177.283379106348
427,5874 INVERNESS STREET,7/8/2019,1080000,36,2206,1914,105,4035.9,49.231171,-123.0795626,7141.340885832273
428,7899 HEATHER STREET,10/15/2019,1748000,56,2409,1962,57,4773.6,49.2133821,-123.1243475,8394.33175975098
429,172 E 60TH AVENUE,10/17/2019,2330000,46,4244,2014,5,4715.0,49.2156172,-123.1030373,8042.399742244901
430,3198 E 1ST AVENUE,7/18/2018,1250000,492,2184,1956,63,4397.67,49.2692251,-123.0366384,6359.663961815496
431,1926 E 36TH AVENUE,8/30/2019,1640000,4,2607,1914,105,3488.0,49.2373172,-123.0667764,6906.156840070994
432,7972 SOPHIA STREET,4/9/2019,1500000,78,3108,1960,59,4026.0,49.2128531,-123.1000174,8530.233960044372
433,1525 E 55TH AVENUE,7/9/2019,1365000,28,1334,1954,65,4707.0,49.2197633,-123.0743677,8669.469332791276
434,3592 PETERSHAM AVENUE,9/9/2019,1700000,49,2714,1997,22,4476.0,49.2271761,-123.0259701,9993.42251063945
435,3189 CROWN STREET,6/28/2019,2910000,175,2680,2013,7,4000.0,49.2583752,-123.1943814,7588.002560790046
436,142 E 43RD AVENUE,2/11/2020,1250000,7,3044,1960,60,3551.8,49.2307518,-123.1026456,6432.698059221897
437,5995 BEATRICE STREET,7/3/2019,1338000,4,2387,1977,42,3960.0,49.2297556,-123.0673501,7744.263236813298
438,220 E 54TH AVENUE,3/7/2020,1320000,6,1438,1941,79,3894.4,49.2208359,-123.1010278,7463.637963740063
439,2948 W 21ST AVENUE,1/20/2020,2761000,7,2704,1992,28,4514.0,49.2534468,-123.1714544,6275.839085470439
440,2795 W 31ST AVENUE,5/13/2019,2730000,22,2800,1940,79,7297.36,49.2444126,-123.167734,6860.133993119317
441,2564 W 12TH AVENUE,8/29/2019,2250000,6,3342,1912,107,6250.0,49.2609124,-123.1640397,5086.4668180796125
442,3228 CHARLES STREET,2/18/2020,1560000,6,2456,1993,27,4191.0,49.2730255,-123.0356812,6245.46061035908
443,2804 W 34TH AVENUE,5/13/2019,2198000,28,2296,1943,76,4927.0,49.24113089999999,-123.168262,7179.843352547321
444,2059 CHARLES STREET,10/23/2019,1465000,6,1397,2019,0,2332.11,49.2732053,-123.0624333,4263.1566114653115
