Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,Driving_Distance_m,Proximity_Score
954,2552 WILLIAM STREET,3/10/2020,1726000,6,1777,1946,74,3630.0,49.2739577,-123.0533631,4821.933720600543,66.490201846613
590,2590 PARKER STREET,9/16/2019,1248500,29,1821,1944,75,3564.0,49.2755877,-123.0523668,4829.573482616342,66.40922189863096
900,995 PENTICTON STREET,3/9/2020,2380000,5,2343,1977,43,3630.0,49.2760615,-123.0522303,4829.573482616342,66.40922189863096
88,1633 E 11TH AVENUE,6/3/2019,1800000,21,2691,1922,97,6286.5,49.26073880000001,-123.0709004,4830.3443365671,66.4010510010683
1146,1836 E 7TH AVENUE,2/29/2020,2190000,11,2631,1911,109,3132.0,49.2639378,-123.0670443,4832.650228666015,66.37660900643075
521,2242 GRANT STREET,5/27/2019,1660000,8,2308,1964,55,3669.6,49.2709985,-123.0590456,4834.950989987588,66.35222139700589
105,746 E KING EDWARD AVENUE,1/29/2020,1988000,19,2660,2006,14,5907.0,49.248427,-123.0885059,4839.791498234644,66.30091297859671
19,4030 PRINCE ALBERT STREET,1/6/2020,1181000,60,1929,1923,97,3484.8,49.24887409999999,-123.0874733,4839.791498234644,66.30091297859671
291,4335 JOHN STREET,4/16/2020,1790000,23,1660,1910,110,3678.0,49.2462765,-123.0977033,4841.45730774335,66.2832557312788
1139,4250 OSLER STREET,7/10/2019,2488888,8,1872,1924,95,6000.0,49.24772369999999,-123.1295774,4842.4970093703405,66.27223510216804
1261,4314 PRINCE EDWARD STREET,3/16/2020,1960000,7,2017,1993,27,3577.5,49.2464421,-123.0965424,4854.908747918916,66.14067315822896
479,2610 DUNDAS STREET,5/8/2019,1050000,112,1473,1926,93,4026.0,49.28460579999999,-123.0511939,4875.277622388295,65.9247671664491
130,1346 E 15TH AVENUE,8/9/2019,1150000,21,1504,1975,44,2047.0,49.2564457,-123.0766895,4888.152624835096,65.78829471792851
1087,2509 E PENDER STREET,2/24/2020,1570000,9,2599,1976,44,4026.0,49.2805196,-123.0541971,4888.461636717543,65.7850192538349
104,2281 E 2ND AVENUE,10/18/2019,1420000,13,2005,1929,90,4026.0,49.2688151,-123.0583849,4890.416655697217,65.76429644402086
1251,2343 E 2ND AVENUE,4/20/2020,1450000,7,2106,1926,94,4026.0,49.2688334,-123.0574254,4890.416655697217,65.76429644402086
621,506 PENTICTON STREET,10/16/2019,1666000,7,3563,1992,27,5445.0,49.2799697,-123.0517073,4891.823250270665,65.74938682312508
1099,2895 W 5TH AVENUE,5/24/2019,1715000,11,2679,1930,89,4092.0,49.267717,-123.1702253,4892.683123924643,65.74027233452892
140,4468 ONTARIO STREET,1/21/2020,2650000,20,3011,2017,3,3422.13,49.2450164,-123.1049406,4894.026026597606,65.72603783502795
139,4285 ST. GEORGE STREET,2/3/2020,1690000,7,2391,1979,41,3994.5,49.2466297,-123.0944756,4894.7201248356605,65.71868053265442
835,4450 GRANVILLE STREET,1/16/2020,2949900,18,2491,1946,74,10846.28,49.2459814,-123.1387092,4897.737507090365,65.68669688479699
678,2087 E 5TH AVENUE,11/2/2019,1490000,12,1411,1926,93,4026.0,49.26615260000001,-123.0623227,4910.492679969365,65.55149460570668
383,2090 E 5TH AVENUE,5/20/2020,1632000,5,1560,1946,74,4026.0,49.26571939999999,-123.0622224,4910.492679969365,65.55149460570668
600,2106 E 5TH AVENUE,8/6/2019,1475000,9,1585,1945,74,4026.0,49.2657242,-123.061774,4910.492679969365,65.55149460570668
556,2632 NAPIER STREET,5/25/2020,1510000,6,2505,1968,52,3630.0,49.2747511,-123.0512677,4921.62240189951,65.43352178127917
568,4518 JAMES STREET,4/17/2020,2520000,2,2290,1988,32,3422.13,49.2442936,-123.1035325,4938.505780904532,65.25456134366861
4,2645 TRIUMPH STREET,6/18/2019,1385000,28,2602,1922,97,4022.7,49.28406769999999,-123.0508676,4942.984031431563,65.2070927845722
101,95 PENTICTON STREET,2/15/2020,1508000,4,1674,1949,71,4045.0,49.28411010000001,-123.0522472,4942.984031431563,65.2070927845722
581,2642 OXFORD STREET,8/19/2019,1333780,6,1882,1923,96,4026.0,49.2854454,-123.0508483,4944.496347709025,65.19106253477803
642,2693 VENABLES STREET,10/24/2019,1130000,4,1275,1930,89,3630.0,49.2768394,-123.0497298,4946.517738955844,65.16963619221914
64,1620 E 11TH AVENUE,10/16/2019,1178000,87,1600,1912,108,3175.0,49.2603009,-123.0714133,4951.206461207319,65.11993667497744
592,1655 E 11TH AVENUE,7/9/2019,1290000,3,2067,1941,78,4026.0,49.26069500000001,-123.0705882,4951.206461207319,65.11993667497744
1025,2148 E 4TH AVENUE,7/16/2019,1500000,182,1695,1912,108,2590.0,49.266607,-123.0606728,4958.75163118275,65.03995938368715
134,3838 INVERNESS STREET,1/21/2019,1120000,327,2230,1911,108,2830.58,49.25024,-123.0797151,4966.495764031578,64.95787312576873
1021,3910 INVERNESS STREET,6/2/2019,960000,7,2142,1912,107,2697.0,49.2497246,-123.0797644,4966.495764031578,64.95787312576873
1242,2551 PANDORA STREET,11/29/2019,1475000,9,2849,1941,78,4026.0,49.2831942,-123.0532147,4990.494049989171,64.70349609877688
724,2335 GRAVELEY STREET,9/16/2019,1275000,13,1699,1923,96,2880.0,49.2706001,-123.0571547,4992.376998860359,64.68353721768526
519,4015 GLEN DRIVE,12/9/2019,2150000,48,2960,1927,93,6235.0,49.2489059,-123.0822976,4993.86440975913,64.66777095991947
270,4538 SOPHIA STREET,2/24/2020,1629000,16,2481,1910,110,3603.6,49.2439662,-123.0983919,4997.907608523193,64.62491386241854
1081,946 E 24TH AVENUE,9/16/2019,1225000,8,1670,1913,106,2161.5,49.2489621,-123.0847246,5007.618366723925,64.5219817694639
217,541 E 28TH AVENUE,6/17/2019,1840000,7,2232,1964,55,4727.25,49.2458525,-123.0931071,5008.590134384302,64.51168122679972
583,2558 TURNER STREET,7/16/2018,1270000,435,2220,1922,97,3547.5,49.2788928,-123.0526673,5012.840853251445,64.46662445774909
632,2623 TURNER STREET,10/7/2019,1380000,2,2993,1943,76,5445.0,49.2793058,-123.0511524,5012.840853251445,64.46662445774909
754,885 E 26TH AVENUE,8/19/2019,1330000,0,1963,1914,105,3696.0,49.2477244,-123.0861441,5024.802995460869,64.33982814500142
1034,2504 E 1ST AVENUE,4/23/2019,1185000,54,2308,1956,63,4483.0,49.2692103,-123.0545156,5034.8103985915795,64.23375167517365
322,2748 DUNDAS STREET,3/3/2020,1608000,6,2763,1926,94,5856.0,49.28458999999999,-123.0482662,5041.515710150567,64.16267671496843
875,2535 E 1ST AVENUE,2/3/2020,1275000,7,2003,1952,68,4500.0,49.2697955,-123.0535226,5053.548394095599,64.0351326739449
598,2579 ETON STREET,3/19/2020,1300000,40,2322,1928,92,4026.0,49.2880175,-123.0525952,5054.292565621265,64.02724460474673
12,4010 INVERNESS STREET,9/23/2019,1355000,71,1902,1926,93,3196.85,49.2489179,-123.0797175,5068.159285660966,63.88026014827093
773,2662 FRANKLIN STREET,1/28/2020,1471000,6,2620,1982,38,4026.0,49.28183629999999,-123.0504556,5080.928202054997,63.744912190672586
441,2564 W 12TH AVENUE,8/29/2019,2250000,6,3342,1912,107,6250.0,49.2609124,-123.1640397,5086.4668180796125,63.68620396957376
20,2241 E 4TH AVENUE,3/23/2020,2489000,4,3452,2001,19,4550.0,49.2669734,-123.0589944,5091.925680858625,63.62834111691272
384,1931 GARDEN DRIVE,1/27/2020,1512000,7,1814,1964,56,3000.0,49.2672044,-123.0584296,5091.925680858625,63.62834111691272
420,3075 W 5TH AVENUE,5/22/2019,2420000,100,3227,1926,93,3630.0,49.2677854,-123.1733954,5092.5103331995715,63.62214391913883
325,2128 W 21ST AVENUE,4/27/2020,2760000,0,1616,1930,90,6100.0,49.2533007,-123.1541761,5097.889242287568,63.565128559596815
312,3116 W 3RD AVENUE,8/22/2019,2300000,7,3228,1937,82,3951.75,49.2691257,-123.174304,5098.399259631222,63.55972247785322
800,2340 E 4TH AVENUE,3/3/2020,1555000,6,2336,1949,71,4026.0,49.2665976,-123.0574987,5098.925142299993,63.55414822683942
833,2078 E 7TH AVENUE,9/9/2019,2688000,29,2750,1940,79,4026.0,49.2639333,-123.0625084,5110.949659293039,63.426690753872016
1117,2168 E 7TH AVENUE,9/9/2019,2300000,9,3644,1992,27,6039.0,49.263891,-123.060557,5110.949659293039,63.426690753872016
1281,2690 NAPIER STREET,11/4/2019,1210000,122,1710,1944,76,3564.0,49.27476559999999,-123.0497575,5112.438245146837,63.41091204181814
862,1438 E 17TH AVENUE,1/30/2020,1611000,11,2938,1971,49,5911.0,49.25515009999999,-123.0747439,5120.0532635361305,63.3301943713237
936,369 E 30TH AVENUE,2/20/2020,1575000,2,1905,1910,110,1956.1,49.243405,-123.097992,5123.27097891776,63.29608723242506
864,1244 E KING EDWARD AVENUE,9/30/2019,1250000,7,1823,1913,106,4570.5,49.2483608,-123.0792344,5125.318753501556,63.27438123177585
483,2707 E GEORGIA STREET,11/29/2019,1405000,12,2686,1974,45,4026.0,49.27841979999999,-123.0488817,5126.629256846008,63.260490158671146
418,4334 ST. CATHERINES STREET,10/15/2019,1650000,8,2653,1988,31,4379.2,49.2462136,-123.0855347,5132.695341925962,63.19619087117848
752,1130 W 29TH AVENUE,6/3/2019,2420000,10,2840,1925,94,5387.25,49.2452164,-123.1308941,5149.008473733535,63.02327493970448
1016,1128 E 26TH AVENUE,7/24/2019,1260000,20,1808,1960,59,3696.0,49.2475028,-123.081671,5149.119426605406,63.02209886147403
1233,1310 E 24TH AVENUE,1/27/2020,1555000,7,2442,1924,96,3414.0,49.2488129,-123.077776,5149.398324223142,63.01914260255788
1224,2209 E 7TH AVENUE,10/3/2019,1510000,0,1894,1923,96,4191.0,49.2644757,-123.0597404,5150.420415761242,63.00830863686403
622,4680 WALDEN STREET,8/28/2019,1500000,4,1565,1910,109,3696.0,49.2427023,-123.09977,5152.232883425376,62.98909684245771
522,1629 E 13TH AVENUE,5/6/2019,1627500,105,2417,1912,107,4026.0,49.258914,-123.0711424,5152.619987798425,62.98499361359687
490,2137 W 22ND AVENUE,8/19/2019,2760000,2,3367,1920,99,6100.0,49.2528176,-123.154412,5154.387481619665,62.96625853292204
652,4212 WINDSOR STREET,1/18/2019,1165000,129,2120,1989,30,3481.5,49.2475131,-123.0836451,5158.183422501272,62.92602231947719
183,488 AUBREY PLACE,5/9/2019,1675000,103,2074,1960,59,5311.0,49.2441358,-123.0946563,5158.5214893123875,62.92243887895614
171,2385 W 16TH AVENUE,5/22/2020,2550000,6,3294,1940,80,6250.0,49.2575845,-123.1598754,5159.573700586075,62.91128565009468
458,1462 E 20TH AVENUE,2/21/2020,1460000,4,2591,1963,57,3960.0,49.2523509,-123.0741564,5181.048154222579,62.68366074046649
246,3079 W 6TH AVENUE,9/4/2019,2350000,6,2417,1929,90,3599.64,49.2669268,-123.1733992,5184.178088301022,62.65048406580891
798,4435 PRINCE ALBERT STREET,4/20/2020,1319000,7,1533,1910,110,3399.0,49.2451868,-123.0881779,5195.883501301649,62.526409031280494
614,379 E 32ND AVENUE,6/5/2019,1680000,7,1816,1948,71,3795.0,49.2423613,-123.0973455,5201.470350848039,62.46718954450661
460,2690 WILLIAM STREET,11/13/2019,1130000,25,825,1944,75,3564.0,49.2739598,-123.0497906,5204.090436239409,62.43941716386663
930,2709 WILLIAM STREET,2/3/2020,1690000,15,2152,1927,93,3564.0,49.2743547,-123.0490358,5204.090436239409,62.43941716386663
1161,2036 E BROADWAY STREET,2/13/2020,1588000,5,1900,1948,72,4026.0,49.262012,-123.0632161,5204.198709972747,62.43826948396831
1092,2786 DUNDAS STREET,4/23/2019,1300000,49,2450,1925,94,5856.0,49.28463559999999,-123.0472474,5213.265596547457,62.3421623013544
1076,2754 DUNDAS STREET,10/16/2019,1550000,9,2686,1910,109,5856.0,49.2845568,-123.0480696,5213.265596547457,62.3421623013544
1154,11 S KASLO STREET,2/3/2020,1680100,6,2938,1971,49,5856.0,49.28458,-123.0470631,5213.265596547457,62.3421623013544
109,2612 KITCHENER STREET,7/15/2019,1360000,23,2596,1980,39,4191.0,49.27206530000001,-123.0515741,5221.614073768397,62.253670114073834
563,2559 KITCHENER STREET,5/27/2019,2575000,12,3385,2017,2,5080.0,49.2724672,-123.0532104,5221.614073768397,62.253670114073834
344,2496 E 3RD AVENUE,10/17/2019,1850000,5,2466,2003,16,4026.0,49.2674045,-123.0549411,5237.960046636133,62.08040607393648
918,1950 NANTON AVENUE,10/18/2019,3000000,4,4158,1920,99,7732.5,49.24739169999999,-123.1493316,5262.964470885927,61.815364182463675
729,4544 PRINCE ALBERT STREET,10/27/2019,2695000,1,2749,2019,0,3840.0,49.24415399999999,-123.0875924,5280.539812871319,61.62906907578358
1300,4478 PRINCE ALBERT STREET,2/24/2020,2798000,4,3501,2016,4,3960.0,49.2448706,-123.0876736,5280.539812871319,61.62906907578358
542,4508 PRINCE ALBERT STREET,9/16/2019,2135000,2,2095,2019,0,2842.0,49.24463249999999,-123.0875158,5280.539812871319,61.62906907578358
151,1121 E 27TH AVENUE,9/9/2019,1380000,4,1906,1991,28,2966.95,49.2467597,-123.0821063,5280.602559541088,61.62840397364513
125,2835 STEPHENS STREET,6/3/2019,1750000,5,2385,1912,107,2871.0,49.2607696,-123.1666567,5286.88466244456,61.56181494046727
668,2835 STEPHENS STREET,2/12/2020,1965000,11,2432,1912,108,2871.0,49.2607696,-123.1666567,5286.88466244456,61.56181494046727
317,2331 E 6TH AVENUE,8/19/2019,1899000,6,2433,1924,95,4026.0,49.2652134,-123.0575976,5290.036798841054,61.52840292568297
455,4391 ST. CATHERINES STREET,4/27/2020,1460000,2,974,1946,74,3729.0,49.2457073,-123.0862454,5290.310591959143,61.52550077344121
1015,884 E 28TH AVENUE,9/3/2019,1586000,6,2309,1932,87,4777.5,49.2452677,-123.0864037,5290.310591959143,61.52550077344121
607,2092 NANAIMO STREET,9/24/2019,999000,6,1400,1940,79,3168.0,49.2659037,-123.0562343,5293.36371309455,61.49313830060281
1098,312 E 32ND AVENUE,2/11/2019,1925000,314,2253,2017,3,3295.0,49.2420176,-123.0984516,5295.842922462837,61.46685917760587
859,2650 MCGILL STREET,9/20/2019,1090000,66,1566,1950,69,4014.0,49.2884537,-123.0502878,5299.8777566071585,61.42409074339972
1100,2646 MCGILL STREET,8/21/2019,1125000,54,1520,1928,91,4081.0,49.2884715,-123.0504572,5299.8777566071585,61.42409074339972
684,2725 MCGILL STREET,8/12/2019,1055000,30,1890,1948,71,4026.0,49.2889878,-123.0486398,5299.8777566071585,61.42409074339972
197,2020 NANTON AVENUE,3/17/2020,3000000,14,3329,1964,56,7200.0,49.2473824,-123.1506065,5306.9796580781285,61.34881200951986
814,2336 W 20TH AVENUE,7/29/2019,2950000,32,4581,1985,34,6100.0,49.2542903,-123.1589153,5308.087797641364,61.33706595198534
349,2380 E 5TH AVENUE,5/11/2020,1520000,8,2404,1921,99,4026.0,49.2656786,-123.0570318,5310.28773083212,61.31374710056261
865,2552 E 2ND AVENUE,8/8/2019,2110000,5,3457,2019,0,4026.0,49.2682473,-123.0534004,5324.310383608777,61.165109788290884
1157,2633 E 2ND AVENUE,6/24/2019,1160000,10,2242,1927,92,4026.0,49.2687164,-123.051242,5324.310383608777,61.165109788290884
904,1159 E 27TH AVENUE,2/3/2020,1375000,7,1836,1947,73,4356.0,49.2467447,-123.0811446,5325.950836463939,61.14772131642443
768,4333 ELGIN STREET,2/10/2020,1325000,23,1900,1910,110,3811.5,49.246239,-123.0830213,5328.71732228944,61.11839712049021
854,4289 ELGIN STREET,7/17/2019,1615000,4,2133,1980,39,3481.5,49.24667549999999,-123.0830683,5328.71732228944,61.11839712049021
647,4273 ELGIN STREET,2/11/2020,1400000,4,1585,1948,72,3481.5,49.2468667,-123.0830292,5328.71732228944,61.11839712049021
1294,1826 E 12TH AVENUE,3/25/2020,1050000,22,2200,1912,108,4092.0,49.259369,-123.0672947,5331.0562197941545,61.09360527515846
1278,535 E 31ST AVENUE,3/18/2020,1903000,5,2562,2005,15,3150.0,49.24287589999999,-123.0933781,5336.154982539676,61.039559410764866
730,2831 W 12TH AVENUE,11/4/2019,1968000,20,1393,1967,52,4026.0,49.2616263,-123.1690493,5341.206153214131,60.98601801279725
1221,1258 E 27TH AVENUE,11/5/2019,1360000,6,1518,1945,74,4752.0,49.2462352,-123.0789459,5351.672959274846,60.87507196387817
1128,2575 W 15TH AVENUE,7/23/2019,2600000,25,2096,1941,78,6250.0,49.2586289,-123.1643458,5370.196127012682,60.678730093965115
452,2794 PANDORA STREET,4/6/2020,1224000,5,2210,1911,109,4026.0,49.2828001,-123.0471388,5372.105003193589,60.65849638858079
1270,2660 TRINITY STREET,7/8/2019,2285714,33,3327,2019,0,4088.0,49.289473,-123.050444,5374.42889776872,60.63386357129921
1284,2890 W 11TH AVENUE,3/2/2020,2585000,7,2558,1932,88,4026.0,49.2620942,-123.1700654,5374.613898637443,60.63190259912563
532,4918 WALDEN STREET,9/20/2019,1430000,5,1720,1929,90,4026.0,49.2402492,-123.0998581,5399.533213607325,60.367762848982075
909,1519 W 33RD AVENUE,8/6/2019,2438000,99,3043,2015,4,4305.0,49.2421686,-123.1405895,5412.7971920664895,60.22716733259858
494,850 W 32ND AVENUE,11/29/2019,2602000,42,2772,1956,64,7650.0,49.2421455,-123.1243201,5418.221962677447,60.16966585009411
511,3551 FLEMING STREET,5/19/2020,2262500,2,1850,2017,3,2722.5,49.2530345,-123.071801,5423.359370398476,60.11521035669638
1192,3505 FLEMING STREET,1/20/2020,1030000,8,1600,1910,110,2722.5,49.2533902,-123.0717994,5423.359370398476,60.11521035669638
150,2806 ETON STREET,1/21/2019,1835000,247,3613,1951,68,6100.0,49.2874896,-123.0464348,5434.881252160698,59.99308071655438
601,2517 E 5TH AVENUE,10/8/2019,1335000,9,2301,1956,63,4022.0,49.2660163,-123.054218,5444.031809156975,59.896086644221654
1212,3247 W 6TH AVENUE,3/2/2020,2255000,55,2366,1927,93,3630.0,49.2669783,-123.1768828,5460.246490849982,59.72421426425356
1110,1982 1984 E 12TH AVENUE,2/6/2020,1375000,5,2168,1913,107,4026.0,49.2593463,-123.0645035,5472.067926846157,59.5989094091987
906,1278 KASLO STREET,3/9/2020,1660000,8,2072,2005,15,3828.0,49.2736562,-123.0466032,5478.367326078633,59.5321370383959
869,2762 MCGILL STREET,6/3/2019,1199000,5,1819,1947,72,4019.83,49.28847649999999,-123.0478381,5489.984911946612,59.40899295389164
333,369 E 34TH AVENUE,2/14/2020,1319000,10,1809,1910,110,3481.5,49.2398226,-123.0981681,5494.325340559339,59.36298527949661
989,1594 E 22ND AVENUE,8/6/2019,1144000,4,1953,1923,96,3300.0,49.2501635,-123.0713163,5498.962079702878,59.31383677279265
885,2716 YALE STREET,3/15/2019,1380000,99,1628,1944,75,4129.75,49.2904469,-123.0487817,5502.839274263269,59.27273928661868
844,3669 MAXWELL STREET,10/15/2019,1155000,5,1128,2012,7,1300.0,49.2518823,-123.0703817,5507.15567961895,59.22698625393919
370,4081 WELWYN STREET,10/20/2019,1440000,38,2400,1989,30,4224.0,49.2486974,-123.0702815,5507.264416335555,59.225833666510894
538,2848 PANDORA STREET,9/3/2019,1250000,3,2793,1912,107,4026.0,49.28272370000001,-123.0456009,5507.304890788689,59.22540464541017
203,2810 MCGILL STREET,9/11/2019,1218000,5,1976,1930,89,4022.0,49.2884532,-123.0463029,5516.827098930963,59.12447114532979
404,3586 BELLA-VISTA STREET,10/23/2019,1718000,6,3271,1910,110,4080.0,49.2526656,-123.0702681,5518.041813030744,59.111595419042786
896,825 E 31ST AVENUE,10/18/2019,2335000,3,2431,2017,2,3300.0,49.2427092,-123.0873119,5519.726625011917,59.09373674932077
569,2176 E 8TH AVENUE,5/4/2020,1600000,23,2964,1984,36,4191.0,49.2629123,-123.0602871,5532.148571176141,58.96206660669927
1267,3023 VICTORIA DRIVE,3/16/2020,1599000,5,2503,1912,108,4026.0,49.2573228,-123.0663363,5533.050048981537,58.95251112242672
1173,2476 E 6TH AVENUE,9/3/2019,1638000,6,3586,1982,37,6039.0,49.2645904,-123.0552108,5549.701971207896,58.77600408033521
851,4018 FLEMING STREET,9/24/2019,1333000,36,1790,1914,105,3272.05,49.249385,-123.0722434,5551.066712994713,58.761538090599295
1215,4045 PERRY STREET,7/5/2019,1145000,50,2310,1965,54,3861.0,49.2491116,-123.0715655,5551.066712994713,58.761538090599295
641,4293 PERRY STREET,2/3/2020,1289000,21,1572,1927,93,4014.67,49.2466731,-123.0716564,5559.449727471464,58.672679815321075
1207,908 NOOTKA STREET,10/24/2019,1430000,56,1791,1958,62,3435.3,49.2762875,-123.041086,5559.748635122825,58.66951145405424
395,2939 TURNER STREET,2/24/2020,1320000,7,2497,1929,91,4356.0,49.2792873,-123.0429818,5587.9270964163925,58.37082540532022
1297,1697 E 22ND AVENUE,1/22/2020,1930000,22,4272,1928,92,5696.17,49.2505688,-123.0697107,5588.452116252228,58.36526030016282
769,2506 GARDEN DRIVE,10/31/2019,1475000,176,1720,1946,74,4360.0,49.2620483,-123.0578347,5595.05131622719,58.29531010150604
1276,1280 E 27 AVENUE,4/23/2019,1258000,56,1845,1955,64,4752.0,49.2462498,-123.0785322,5608.686506092036,58.15077981853425
879,826 NOOTKA STREET,9/3/2019,1155000,3,2082,1970,49,3435.0,49.2771489,-123.0410366,5609.5502453493955,58.141624355316104
298,1765-1767 E 15TH AVENUE,4/8/2019,1350000,78,2525,1911,108,4026.0,49.2570492,-123.0682544,5613.902219550444,58.09549429999614
378,2654 E 3RD AVENUE,6/19/2019,1433800,64,1899,1948,71,5696.0,49.26741519999999,-123.0507566,5614.497966915052,58.089179497192525
1040,2606 E 5TH AVENUE,4/29/2019,1400000,58,2092,1942,77,4026.0,49.2654884,-123.052006,5628.524280273911,57.940503383482245
919,4648 WINDSOR STREET,2/10/2020,1660000,5,2261,1988,32,3539.25,49.2429427,-123.0837147,5638.016914950038,57.83988335622281
951,4583 WINDSOR STREET,6/5/2019,1615000,2,1782,1912,107,3559.5,49.2435619,-123.084319,5638.016914950038,57.83988335622281
711,4626 WINDSOR STREET,3/17/2020,1333000,6,2035,1950,70,3531.0,49.2430938,-123.0837654,5638.016914950038,57.83988335622281
471,2880 LAKEWOOD DRIVE,5/10/2019,1150000,55,1950,1928,91,4636.0,49.2588127,-123.0618759,5651.888210680308,57.692850398342976
1253,2860 LAKEWOOD DRIVE,5/10/2019,1150000,55,1950,1928,91,3416.0,49.25893,-123.06184,5651.888210680308,57.692850398342976
1164,2450 OLIVER CRESCENT,6/13/2019,2800000,27,2282,1951,68,6220.47,49.24994479999999,-123.1611966,5655.487669113036,57.654696859522915
898,215 E 36TH AVENUE,11/26/2019,1500000,1,1951,1941,78,4806.7,49.238364,-123.1007976,5660.993075979879,57.59634064884842
335,265 E 36TH AVENUE,4/9/2019,1340000,93,2154,1961,58,3902.0,49.2383884,-123.1000481,5660.993075979879,57.59634064884842
303,2031 COLLINGWOOD STREET,10/25/2019,2025000,6,3185,1912,107,3600.0,49.2680894,-123.1820241,5662.8074685072115,57.577108451277525
947,2035 COLLINGWOOD STREET,10/14/2019,2035000,4,2813,1912,107,3600.0,49.26797140000001,-123.1820242,5662.8074685072115,57.577108451277525
905,3516 W 3RD AVENUE,9/4/2019,2650000,8,3310,1912,107,3986.0,49.2692122,-123.182173,5669.450838743434,57.506690056693735
633,2802 GRANT STREET,4/1/2020,1845000,7,3144,2004,16,4191.0,49.2711408,-123.0467356,5689.975868813642,57.289128846805504
795,2889 MCGILL STREET,3/17/2020,960000,50,800,1948,72,4026.0,49.2890157,-123.0446336,5690.7644643633075,57.28076989184607
1170,2915 MCGILL STREET,5/23/2019,1555000,50,2904,1928,91,6029.56,49.2890108,-123.0436149,5690.7644643633075,57.28076989184607
1020,4314 DUMFRIES STREET,11/25/2019,1558000,22,2091,1953,66,4989.2,49.2462357,-123.0731561,5694.593610641892,57.24018170784058
16,4329 PERRY STREET,2/3/2020,1175000,25,1368,1948,72,3644.1,49.24633499999999,-123.0716395,5694.593610641892,57.24018170784058
468,4312 DUMFRIES STREET,11/12/2019,1625000,6,2371,1968,51,5154.68,49.2463621,-123.0731403,5694.593610641892,57.24018170784058
1008,2305 W KING EDWARD AVENUE,4/23/2019,2150000,42,2109,1951,68,6093.0,49.250628,-123.1580341,5709.120350839168,57.086201169822324
1145,1750 E 15TH AVENUE,2/13/2020,1408000,1,1927,1960,60,4045.0,49.25661299999999,-123.068692,5712.883800966132,57.04630935187245
300,2676 E 4TH AVENUE,3/18/2020,1400000,15,1953,1942,78,4026.0,49.2664488,-123.0503037,5714.515434286209,57.02901436531236
340,4331 MILLER STREET,6/18/2019,999999,165,1445,1925,94,2788.0,49.2462707,-123.0692942,5725.9063484377175,56.908272955625826
758,4320 MILLER STREET,9/30/2019,785000,6,1201,1989,30,1764.0,49.2462658,-123.0688669,5725.9063484377175,56.908272955625826
156,1319 E 29TH AVENUE,3/23/2020,1715000,4,2213,1962,58,3960.0,49.2448144,-123.0777438,5749.257741178389,56.66075286723336
700,2537 E 8TH AVENUE,6/19/2019,2080000,28,3356,2017,2,4026.0,49.2632103,-123.0538242,5750.272155641249,56.650000277000224
792,4975 CHESTER STREET,8/21/2019,1620000,48,1991,1950,69,6044.64,49.2395316,-123.0894783,5757.531394284434,56.57305380059182
1288,3470 W 6TH AVENUE,5/29/2019,2135000,26,2985,1920,99,3630.0,49.2666056,-123.181176,5758.349560884376,56.564381398419215
360,2159 E 13TH AVENUE,3/18/2020,1550000,27,2280,1958,62,4875.0,49.2588119,-123.0609454,5762.772173327588,56.51750259187324
76,4785 ELGIN STREET,9/2/2019,1500000,16,2312,1912,107,3542.4,49.2417886,-123.0830916,5777.229541101227,56.36425738765802
949,4772 ELGIN STREET,1/29/2020,2285000,9,2493,2019,1,3606.0,49.2418658,-123.0824891,5777.229541101227,56.36425738765802
772,2991 TURNER STREET,5/27/2019,2105000,97,3748,2019,0,4356.0,49.2793417,-123.0419154,5778.090419754178,56.35513224627397
103,2997 TURNER STREET,5/27/2019,2047619,122,3748,2019,0,4356.0,49.279342,-123.0418215,5778.090419754178,56.35513224627397
718,4649 ROSS STREET,4/15/2020,1950000,6,3151,1978,42,6039.0,49.2429407,-123.0817161,5781.0133964883125,56.32414927803575
938,1270 KELOWNA STREET,3/19/2020,1035000,17,2450,1945,75,3826.0,49.2738853,-123.0424378,5784.1937127461615,56.290438562362354
823,2938 CHARLES STREET,6/12/2019,2175000,126,3717,2019,0,4191.0,49.2730354,-123.0432079,5784.1937127461615,56.290438562362354
166,2930 CHARLES STREET,11/11/2019,2175000,58,3658,2019,1,4191.0,49.2730411,-123.0433211,5784.1937127461615,56.290438562362354
720,5318 PRINCE EDWARD STREET,9/3/2019,2699000,3,3223,2018,1,3696.0,49.2369423,-123.0967856,5784.29634632949,56.289350666925046
1147,2275 W KING EDWARD AVENUE,9/6/2019,2788000,43,3811,1990,29,6092.0,49.2508399,-123.1574952,5788.041167364881,56.24965631361651
848,1878 STAINSBURY AVENUE,3/18/2019,940000,113,2066,1912,107,2884.0,49.2518659,-123.0671275,5799.541757855,56.12775235669658
248,3562 W 5TH AVENUE,10/21/2019,2200000,52,2663,1912,107,3300.0,49.267492,-123.1832214,5802.671225990508,56.09458062094082
252,2995 W 14TH AVENUE,10/2/2019,2383325,2,2121,1928,92,4831.2,49.2598369,-123.1719979,5806.469394530279,56.05432079476539
1033,1470 E 28TH AVENUE,10/21/2019,1600000,18,3188,1970,49,6176.0,49.2452352,-123.0743223,5807.209976468957,56.04647077447069
